departures_performed,seats,passengers,distance,air_time,unique_carrier,airline_id,origin_airport_id,origin,dest_airport_id,dest,aircraft_group,aircraft_type,year,month
22,6534,6096,5681,0,TP,19576,12991,LIS,14771,SFO,6,824,2019,7
2,140,31,517,150,OO,20304,11292,DEN,14794,SGU,6,631,2018,12
30,1500,1215,100,738,C5,20445,12264,IAD,14524,RIC,6,675,2018,11
1,50,45,977,179,AX,20237,12339,IND,11292,DEN,6,675,2018,4
58,3734,2591,240,2365,OH,20397,13930,ORD,11267,DAY,6,631,2018,4
120,6000,5421,300,5706,AX,20237,11292,DEN,14457,RAP,6,675,2018,12
3,429,338,651,271,WN,19393,13495,MSY,11032,CUN,6,612,2019,7
3,228,218,588,254,YX,20452,16271,YYZ,11057,CLT,6,673,2018,5
27,1350,1161,139,773,OO,20304,13930,ORD,13367,MLI,6,629,2018,6
30,480,154,331,0,3SD,21674,14843,SJU,14278,PTP,4,441,2018,8
82,5330,4567,245,4060,OH,20397,10990,CHO,11057,CLT,6,631,2019,10
2,0,0,592,174,AS,19930,14828,SIT,10299,ANC,6,612,2019,11
1,9,9,181,63,8V,20333,11214,CXF,11630,FAI,4,416,2019,8
2,300,290,290,109,AA,19805,13931,ORF,11057,CLT,6,694,2018,8
29,2204,1388,463,2112,YX,20452,13930,ORD,11775,FSD,6,673,2018,12
31,5146,4881,2253,8483,UA,19977,14679,SAN,12264,IAD,6,614,2018,7
7,1260,930,920,786,G4,20368,10423,AUS,14112,PIE,6,694,2018,2
5,565,545,2041,0,WS,20229,16257,YYC,12478,JFK,6,633,2019,3
8,1200,1007,2429,2674,UA,19977,11618,EWR,16229,YVR,6,694,2019,9
1,175,160,405,62,WN,19393,13232,MDW,13198,MCI,6,838,2018,12
23,4025,3898,1075,3279,WN,19393,13342,MKE,15304,TPA,6,614,2019,10
1,0,0,335,78,GFQ,20166,14730,SDF,11057,CLT,7,715,2018,2
38,4712,1831,680,3582,AS,19930,12819,KTN,14747,SEA,6,612,2018,1
12,2736,2401,1117,1747,NK,20416,11697,FLL,11164,CTG,6,699,2019,2
15,4365,4230,6025,0,DY,21579,12892,LAX,10517,BCN,6,887,2018,6
1,119,101,1514,193,AS,19930,12889,LAS,13930,ORD,6,698,2019,8
1,189,138,450,58,SY,20422,11726,FOE,12228,HUF,6,614,2019,8
30,9611,8035,967,3422,UA,19977,14771,SFO,11292,DEN,6,627,2018,12
44,3036,2236,618,4206,YX,20452,12953,LGA,11986,GRR,6,677,2019,6
30,1500,889,257,1483,OO,20304,12335,IMT,13487,MSP,6,629,2019,4
6,1122,779,843,674,AA,19805,14683,SAT,14107,PHX,6,699,2019,7
58,522,161,28,1218,MW,21242,13830,OGG,12174,HNM,4,416,2018,1
86,13760,11580,361,5210,AA,19805,10821,BWI,11057,CLT,6,614,2018,5
84,12,0,122,0,14Q,21439,10559,BFI,16229,YVR,6,669,2019,5
1,0,0,77,20,H6,20336,10304,ANI,10313,ANV,4,405,2018,2
1,166,147,594,96,G4,20368,14574,ROA,14761,SFB,6,655,2018,1
24,3984,3622,826,2289,UA,19977,11292,DEN,13485,MSN,6,614,2018,10
5,875,739,1136,781,WN,19393,14307,PVD,15304,TPA,6,614,2019,9
30,5400,4134,2176,8775,NK,20416,14100,PHL,12889,LAS,6,694,2018,1
31,2170,1961,476,2101,YV,20378,12339,IND,12264,IAD,6,631,2019,3
13,2340,2158,1072,1836,F9,20436,13204,MCO,14307,PVD,6,694,2018,7
147,11172,9376,954,20196,CP,21167,12892,LAX,14747,SEA,6,673,2019,5
1,0,0,1401,155,U7,20447,11540,ELP,11871,GDC,7,715,2018,5
1,50,46,888,129,MQ,20398,15016,STL,12953,LGA,6,675,2019,6
84,14700,12103,1184,14037,WN,19393,11278,DCA,11259,DAL,6,614,2018,10
3,507,494,2447,924,UA,19977,14771,SFO,12982,LIH,6,622,2018,5
1,50,0,699,101,EV,20366,11193,CVG,12278,ICT,6,675,2018,9
1,8,0,57,19,H6,20336,13970,OTZ,11411,DRG,1,194,2019,1
91,21000,16461,862,10863,UA,19977,11292,DEN,12892,LAX,6,623,2018,12
2,358,229,446,143,09Q,21161,13796,OAK,14679,SAN,6,617,2018,3
1,9,4,320,48,3EQ,21974,14771,SFO,15618,VNY,6,609,2019,11
36,6300,5086,1164,4924,WN,19393,14679,SAN,10423,AUS,6,614,2018,1
0,0,0,140,0,KO,20341,10245,AKN,14273,PTH,4,405,2018,4
7,350,268,616,586,OO,20304,11292,DEN,15919,XNA,6,629,2018,6
13,2418,2234,1984,3202,F9,20436,15304,TPA,12889,LAS,6,722,2018,7
1,6,0,73,39,1SQ,21570,14582,ROP,14955,SPN,0,79,2018,9
5,780,697,1111,786,G4,20368,15096,SYR,14112,PIE,6,698,2018,3
1,5,0,18,12,2O,20443,12721,KLN,12866,KYK,0,79,2018,5
22,4197,3774,594,1877,DL,19790,10397,ATL,11433,DTW,6,699,2018,4
15,2100,1675,304,729,AA,19805,11298,DFW,12992,LIT,6,655,2018,8
33,5907,4893,1190,5215,UA,19977,12264,IAD,12266,IAH,6,888,2018,9
7,483,403,228,344,OO,20304,13485,MSN,13487,MSP,6,631,2019,6
92,9108,7133,237,4164,AA,19805,14100,PHL,14307,PVD,6,678,2018,10
1,10,2,193,0,13Q,21437,11042,CLE,16271,YYZ,6,648,2018,3
7,1260,1209,948,870,F9,20436,11292,DEN,14831,SJC,6,694,2018,10
2,8,6,517,0,13Q,21437,10154,ACK,16271,YYZ,6,685,2018,6
1,211,0,707,94,DL,19790,10397,ATL,13485,MSN,6,626,2018,12
1,9,1,65,29,Z3,20322,11336,DLG,12671,KGK,1,194,2018,4
29,2900,2702,1005,4172,B6,20409,12478,JFK,15304,TPA,6,678,2018,3
11,0,0,1002,1371,FX,20107,10194,AFW,13204,MCO,6,622,2019,12
12,12,3,27,182,7S,20330,10304,ANI,12719,KLG,0,35,2018,9
17,0,0,686,1514,5X,19917,11775,FSD,14730,SDF,6,626,2019,6
52,7436,6377,721,4914,WN,19393,15016,STL,10423,AUS,6,612,2019,7
1,143,143,598,84,WN,19393,15016,STL,14193,PNS,6,612,2018,8
53,4127,3468,690,4779,YV,20378,11298,DFW,10685,BMI,6,638,2019,3
1,0,0,424,66,U7,20447,16091,YIP,13543,MWA,6,640,2018,7
1,160,151,594,87,DL,19790,13303,MIA,10397,ATL,6,614,2018,1
3,0,0,3799,1295,FX,20107,12277,ICN,10299,ANC,6,683,2019,9
22,0,0,244,932,FX,20107,14783,SGF,13244,MEM,6,622,2018,6
1,160,137,606,82,DL,19790,13930,ORD,10397,ATL,6,614,2018,1
20,0,0,331,2265,FX,20107,14278,PTP,14843,SJU,4,416,2018,4
28,163,23,71,1092,GV,20455,10551,BET,12853,KWN,0,26,2019,8
47,7802,6890,1846,10031,UA,19977,14771,SFO,13930,ORD,6,614,2019,9
46,2300,1890,298,2434,OH,20397,11278,DCA,15096,SYR,6,629,2019,1
2,358,294,826,193,UA,19977,11292,DEN,13485,MSN,6,888,2019,3
16,0,0,118,556,FX,20107,10849,BZN,12003,GTF,1,110,2018,12
2,0,0,661,219,KLQ,20372,10529,BDL,11193,CVG,6,617,2019,12
32,5600,4511,1733,6618,WN,19393,14747,SEA,13232,MDW,6,614,2019,2
30,2280,1942,1482,5890,YV,20378,12266,IAH,10713,BOI,6,673,2018,9
30,4500,3686,2521,8546,AA,19805,14771,SFO,14100,PHL,6,694,2018,4
31,9672,7905,1559,0,JL,19548,13744,NRT,12016,GUM,6,627,2019,12
10,1089,1003,632,882,DL,19790,11433,DTW,10721,BOS,6,723,2019,8
1,126,120,1042,147,UA,19977,14492,RDU,12266,IAH,6,612,2019,8
29,0,0,1827,6098,5X,19917,14570,RNO,14730,SDF,6,691,2018,6
9,2824,2020,4388,0,NZ,19933,12173,HNL,10244,AKL,6,627,2018,4
7,874,764,966,1050,UA,19977,11697,FLL,12266,IAH,6,612,2018,3
4,304,212,587,397,OO,20304,15041,SUN,14771,SFO,6,673,2018,9
7,532,438,940,1019,OH,20397,11057,CLT,13851,OKC,6,638,2018,1
1,126,107,1075,159,UA,19977,11433,DTW,12266,IAH,6,612,2019,3
1,70,36,201,141,YX,20452,11433,DTW,14122,PIT,6,677,2019,5
2,0,0,1622,410,8C,19874,13303,MIA,14210,POS,6,626,2018,9
12,840,615,692,1061,YX,20452,11292,DEN,11003,CID,6,677,2019,6
14,2197,1956,813,1672,DL,19790,10397,ATL,10423,AUS,6,694,2019,1
24,1680,1517,224,1065,YX,20452,12266,IAH,11298,DFW,6,677,2018,8
27,216,70,43,553,H6,20336,13942,ORV,13970,OTZ,1,194,2019,10
55,7700,6361,641,5830,AA,19805,15624,VPS,11298,DFW,6,655,2018,2
3,27,10,421,281,8E,20331,14895,SMK,10299,ANC,4,406,2019,7
20,0,0,461,1238,FX,20107,13244,MEM,11267,DAY,6,622,2019,12
8,1424,1208,1009,1187,AS,19930,14107,PHX,14057,PDX,6,634,2018,11
58,13224,10187,852,7372,NK,20416,10158,ACY,13204,MCO,6,699,2018,1
17,3910,3318,683,1849,F9,20436,14307,PVD,11057,CLT,6,699,2018,8
1,8,1,551,144,04Q,21080,12168,HNC,10540,BED,4,479,2019,6
24,1200,948,666,2676,EV,20366,10868,CAE,13930,ORD,6,675,2018,5
1,180,91,1587,222,F9,20436,10693,BNA,12889,LAS,6,694,2019,4
61,11040,9428,1622,12970,AA,19805,14210,POS,13303,MIA,6,699,2018,1
1,50,37,771,116,AX,20237,12992,LIT,11292,DEN,6,675,2019,8
9,1350,1149,599,855,AA,19805,11057,CLT,13930,ORD,6,694,2019,4
1,158,146,669,95,DL,19790,10397,ATL,13342,MKE,6,656,2019,12
1,175,175,904,115,WN,19393,13198,MCI,14492,RDU,6,838,2018,6
1,175,174,2557,352,WN,19393,14831,SJC,11697,FLL,6,838,2018,7
53,5300,4394,541,4568,B6,20409,12478,JFK,11057,CLT,6,678,2018,10
31,3407,2643,692,2946,DL,19790,10397,ATL,10135,ABE,6,608,2019,7
32,4800,4419,1315,5914,UA,19977,16271,YYZ,11292,DEN,6,694,2019,9
1,178,135,1538,217,AS,19930,16304,ZIH,12892,LAX,6,634,2019,10
18,0,0,284,1627,FX,20107,11315,DIK,11637,FAR,4,416,2019,9
1,70,0,1552,192,OO,20304,14869,SLC,15412,TYS,6,631,2018,8
1,159,154,2554,284,AS,19930,14747,SEA,13204,MCO,6,614,2019,3
40,7000,6131,1371,7538,WN,19393,15016,STL,12889,LAS,6,614,2019,4
1,9,0,75,30,27Q,21652,11728,FOK,15167,TEB,3,393,2018,7
16,2403,2239,2059,0,TA,19574,12010,GUA,12478,JFK,6,694,2019,4
1,126,121,1120,173,UA,19977,14635,RSW,13930,ORD,6,612,2018,8
1,150,150,105,24,UA,19977,11697,FLL,14635,RSW,6,694,2019,4
11,0,0,4633,0,MP,20148,10292,AMS,13303,MIA,8,817,2019,6
1,157,128,1785,223,DL,19790,13487,MSP,13252,MEX,6,694,2019,9
84,15116,14300,2092,22529,DL,19790,10397,ATL,14893,SMF,6,888,2019,6
2,100,75,529,162,EV,20366,11618,EWR,11057,CLT,6,675,2018,4
1,178,165,1076,160,DL,19790,12953,LGA,11697,FLL,6,888,2018,1
12,0,0,2345,3337,PO,20100,10299,ANC,12892,LAX,8,821,2018,12
55,2749,2062,589,4493,MQ,20398,13930,ORD,11995,GSO,6,675,2019,11
1,181,59,94,27,AA,19805,13891,ONT,14679,SAN,6,699,2018,12
1,50,19,594,87,9E,20363,10397,ATL,11433,DTW,6,629,2018,12
1,44,38,174,33,MQ,20398,13930,ORD,11977,GRB,6,676,2019,9
8,1440,1255,532,600,G4,20368,15624,VPS,12945,LEX,6,694,2018,7
62,3100,2809,763,6259,OO,20304,13930,ORD,10785,BTV,6,629,2018,5
17,2856,2762,1095,0,WS,20229,16271,YYZ,15304,TPA,6,614,2018,3
1,8,0,252,0,NLQ,20303,16128,YMX,14576,ROC,6,663,2018,8
2,564,493,1095,0,RV,21610,15304,TPA,16271,YYZ,6,626,2019,8
1,128,126,925,152,AA,19805,11697,FLL,10821,BWI,6,698,2019,5
1,179,111,1860,0,Y4,21351,13930,ORD,16304,ZIH,6,694,2018,1
11,1606,1317,2022,0,AC,19531,11618,EWR,16257,YYC,6,694,2019,3
51,7597,6975,153,1747,DL,19790,11996,GSP,10397,ATL,6,655,2018,4
5,0,0,3801,2095,PFQ,20177,12016,GUM,12173,HNL,6,622,2019,5
33,2508,1859,282,1619,OH,20397,11057,CLT,14098,PHF,6,638,2019,6
1,19,0,163,39,8E,20331,15049,SVA,13873,OME,4,405,2019,11
6,456,240,281,333,OH,20397,12945,LEX,11057,CLT,6,638,2018,7
2,628,610,5970,0,IB,19547,14771,SFO,10517,BCN,6,696,2019,6
3,27,9,95,68,8E,20331,11535,ELI,13873,OME,4,406,2018,11
4,744,617,1574,683,F9,20436,14107,PHX,11986,GRR,6,722,2019,2
96,15936,14894,1379,15478,UA,19977,12892,LAX,12266,IAH,6,614,2019,12
2,155,57,134,70,YV,20378,11982,GRK,11298,DFW,6,638,2018,8
32,5600,5058,1771,6617,WN,19393,12889,LAS,11066,CMH,6,614,2018,1
9,2106,1522,4401,5071,DL,19790,10292,AMS,10397,ATL,6,696,2019,2
9,0,0,1372,1638,5X,19917,11298,DFW,11618,EWR,6,691,2019,8
29,14761,11394,5233,0,LH,19554,12266,IAH,11760,FRA,8,882,2018,4
4,0,0,1069,615,KLQ,20372,11193,CVG,11292,DEN,6,617,2019,10
6,1848,1303,3465,0,VS,19682,11618,EWR,12972,LHR,8,874,2018,10
14,126,60,14,121,H6,20336,13894,OOK,13710,NME,4,416,2018,7
1,9,1,6,4,GV,20455,15282,TNK,13894,OOK,1,194,2019,8
9,1638,1532,1299,1446,NK,20416,12889,LAS,13487,MSP,6,722,2019,3
1,157,151,1727,244,DL,19790,11057,CLT,14869,SLC,6,694,2019,3
4,572,539,1023,523,WN,19393,15016,STL,14027,PBI,6,612,2018,3
28,5040,3913,1507,0,VB,21342,12889,LAS,13252,MEX,6,694,2018,5
40,4940,0,337,2594,5Y,20007,14771,SFO,12892,LAX,6,625,2018,4
83,10624,9835,644,8869,AA,19805,10529,BDL,11057,CLT,6,698,2019,1
23,3450,2958,964,2733,UA,19977,13264,MFR,11292,DEN,6,694,2018,6
2,366,267,1433,421,F9,20436,14843,SJU,14492,RDU,6,694,2019,11
1,76,64,295,52,YX,20452,12266,IAH,12206,HRL,6,673,2019,12
26,1976,1824,1096,3907,YX,20452,13303,MIA,12953,LGA,6,673,2018,8
26,3431,3323,1024,3840,DL,19790,11292,DEN,14747,SEA,6,698,2018,6
1,160,149,545,79,DL,19790,10397,ATL,14027,PBI,6,614,2018,1
53,2650,2166,175,1794,9E,20363,13487,MSP,11203,CWA,6,629,2018,4
32,5312,4858,2076,9419,UA,19977,11618,EWR,13252,MEX,6,614,2018,12
5,945,604,1716,1117,GL,20402,11193,CVG,14293,PUJ,6,614,2018,8
1,9,3,59,21,GV,20455,11555,ENA,10299,ANC,4,416,2019,3
9,450,412,642,925,EV,20366,11618,EWR,14730,SDF,6,675,2019,9
1,6,2,28,23,2O,20443,10056,A43,10043,A30,0,40,2019,9
3,537,321,1496,710,09Q,21161,14100,PHL,14683,SAT,6,617,2018,3
1,180,177,133,28,NK,20416,14635,RSW,13204,MCO,6,694,2018,8
1,0,0,4462,493,KD,21629,13303,MIA,13532,MVD,7,740,2018,9
30,1500,1149,479,2238,AX,20237,12884,LAN,11278,DCA,6,675,2018,4
93,14880,12588,1947,21424,AA,19805,12892,LAX,10397,ATL,6,614,2018,5
92,16468,14164,1846,22572,UA,19977,13930,ORD,14771,SFO,6,888,2019,9
1,72,51,872,108,DL,19790,11292,DEN,13244,MEM,6,622,2019,12
15,2655,2410,821,1668,G4,20368,12917,LCK,14112,PIE,6,694,2019,3
1,5,0,20,13,7S,20330,14816,SHX,10313,ANV,0,35,2019,5
87,11135,8856,550,6602,AA,19805,11298,DFW,15016,STL,6,698,2019,12
268,38324,23518,296,12873,WN,19393,10800,BUR,14831,SJC,6,612,2019,10
4,624,450,741,450,G4,20368,15096,SYR,10693,BNA,6,698,2019,12
17,2541,2266,2521,4811,AS,19930,14771,SFO,14100,PHL,6,694,2019,8
1,65,65,142,42,OH,20397,13931,ORF,11278,DCA,6,631,2019,5
59,4484,3198,618,6588,QX,19687,15023,STS,14747,SEA,4,482,2018,9
12,1908,749,725,1129,AS,19930,10754,BRW,10299,ANC,6,614,2018,2
15,750,660,152,487,9E,20363,10397,ATL,15412,TYS,6,629,2018,12
29,4350,3703,1481,5824,B6,20409,11618,EWR,15013,STI,6,694,2018,1
2,18,0,384,197,5V,20408,10775,BTI,11630,FAI,4,479,2019,9
1,175,160,2158,237,WN,19393,12892,LAX,15304,TPA,6,614,2019,11
1,70,49,761,126,OO,20304,10397,ATL,13851,OKC,6,631,2018,12
1,168,158,630,94,SY,20422,11973,GPT,13256,MFE,6,614,2018,8
2,13,11,41,49,GV,20455,10551,BET,15862,WTL,0,26,2018,11
1,128,125,1085,149,UA,19977,11618,EWR,13303,MIA,6,698,2018,3
3,216,138,588,222,DL,19790,12339,IND,14100,PHL,6,622,2018,2
2,350,289,574,148,WN,19393,10800,BUR,14869,SLC,6,614,2018,3
1,160,148,2586,360,B6,20409,12478,JFK,14771,SFO,6,694,2018,3
1,65,28,813,106,EV,20366,12451,JAX,11433,DTW,6,631,2018,2
9,0,0,300,0,CI,19544,12917,LCK,13930,ORD,8,820,2018,9
1,76,70,1201,141,YX,20452,11292,DEN,11042,CLE,6,673,2018,3
15,450,320,557,1766,KS,20225,14738,SDP,10299,ANC,4,456,2018,9
1,76,53,277,99,YX,20452,14576,ROC,10821,BWI,6,673,2018,12
28,5572,4389,1306,4578,DL,19790,13487,MSP,15304,TPA,6,622,2018,2
1,9,7,57,22,8E,20331,13873,OME,15245,TLA,4,406,2018,1
1,0,0,73,28,7S,20330,10241,AKI,10304,ANI,4,412,2019,10
36,6300,5290,1072,4992,WN,19393,13204,MCO,14307,PVD,6,614,2019,7
4,118,78,557,533,KS,20225,10299,ANC,14738,SDP,4,456,2018,12
1,173,49,297,45,GL,20402,13342,MKE,13487,MSP,6,614,2019,10
5,640,494,1956,1178,UA,19977,14107,PHX,12264,IAD,6,698,2019,7
3,552,302,1420,0,Y4,21351,15483,UPN,12892,LAX,6,722,2019,9
83,12450,11641,1723,19665,UA,19977,13930,ORD,14679,SAN,6,694,2018,3
1,9,6,200,74,HBQ,21029,12728,KLW,12523,JNU,1,194,2019,7
25,3625,3286,177,1111,NK,20416,13204,MCO,11697,FLL,6,698,2018,5
1,318,286,4059,533,UA,19977,10517,BCN,12264,IAD,6,837,2019,6
18,1170,931,588,1471,OH,20397,12339,IND,14100,PHL,6,631,2019,11
1,65,48,449,182,OH,20397,11057,CLT,14100,PHL,6,631,2019,1
1,0,0,5180,0,CC,20140,13930,ORD,13359,MLA,8,820,2018,11
30,3300,3058,237,1334,DL,19790,11433,DTW,13342,MKE,6,608,2018,6
2,0,0,95,88,7S,20330,12779,KPN,10551,BET,0,35,2019,10
58,522,267,47,348,VI,20426,14843,SJU,11126,CPX,1,131,2018,12
1,8,0,1013,114,27Q,21652,13930,ORD,10372,ASE,6,515,2018,3
5,750,691,898,552,UA,19977,14489,RDM,11292,DEN,6,694,2019,8
1,179,60,1091,156,UA,19977,11042,CLE,12266,IAH,6,888,2018,5
1,72,52,883,118,DL,19790,11292,DEN,12191,HOU,6,622,2019,1
13,0,0,297,686,FX,20107,15412,TYS,12339,IND,6,622,2018,11
82,13120,11759,761,8489,AA,19805,11298,DFW,12339,IND,6,614,2018,5
30,2280,1883,1332,5401,MQ,20398,13930,ORD,13486,MSO,6,673,2018,7
13,2158,1954,493,950,UA,19977,12264,IAD,14321,PWM,6,614,2018,8
210,30030,22802,308,10754,WN,19393,12892,LAX,14831,SJC,6,612,2019,12
14,4592,2484,8384,0,EY,21107,12892,LAX,10415,AUH,6,637,2019,3
1,69,65,1069,127,9E,20363,11292,DEN,11193,CVG,6,631,2018,6
1,14,6,1687,0,VJT,21568,14153,PLS,11259,DAL,6,788,2018,3
1,9,0,150,32,8E,20331,14102,PHO,13970,OTZ,4,406,2019,7
1,6,1,60,29,K2,21820,14627,RSH,12709,KKI,0,35,2019,8
1,185,157,2422,320,AS,19930,12478,JFK,14747,SEA,6,721,2018,7
11,1573,1094,1155,1589,WN,19393,13198,MCI,14635,RSW,6,612,2018,4
4,512,281,1480,795,AA,19805,14100,PHL,13180,MBJ,6,698,2018,7
23,0,0,1553,0,M7,20446,13252,MEX,12892,LAX,6,626,2019,6
92,6985,4790,678,0,KV,21611,16271,YYZ,13487,MSP,6,673,2019,5
6,900,588,646,572,AA,19805,14107,PHX,13796,OAK,6,694,2019,3
9,0,0,582,768,5X,19917,14730,SDF,13871,OMA,6,626,2019,8
30,10980,8855,6469,19581,UA,19977,15306,TPE,14771,SFO,6,637,2018,6
19,0,0,369,1707,FX,20107,14843,SJU,11372,DOM,1,110,2019,10
79,12640,9423,1685,0,AM,19534,13252,MEX,13930,ORD,6,614,2018,6
11,2010,1322,457,792,G4,20368,14761,SFB,12544,USA,6,694,2019,8
12,2148,1676,2500,3421,UA,19977,14893,SMF,11618,EWR,6,634,2018,4
14,980,789,230,605,G7,20500,11292,DEN,11122,CPR,6,631,2019,8
25,1250,277,151,835,OO,20304,11027,CKB,12264,IAD,6,629,2018,3
43,7998,6845,842,5018,NK,20416,10821,BWI,15304,TPA,6,694,2019,8
107,4708,3165,229,4459,MQ,20398,14842,SJT,11298,DFW,6,676,2018,1
1,72,51,1136,166,DL,19790,12264,IAD,13851,OKC,6,622,2018,11
1,0,0,280,46,5X,19917,14027,PBI,12451,JAX,6,691,2018,2
51,2550,2217,127,2122,PT,20427,14100,PHL,15070,SWF,6,675,2019,2
1,70,41,277,52,YX,20452,14524,RIC,11618,EWR,6,677,2019,12
22,1518,1315,347,1295,OO,20304,10849,BZN,14869,SLC,6,631,2019,2
5,715,656,1865,1150,WN,19393,14869,SLC,10821,BWI,6,612,2019,7
1,168,85,811,116,DL,19790,12264,IAD,15304,TPA,6,622,2019,12
79,11297,9348,534,6295,WN,19393,14492,RDU,13204,MCO,6,612,2019,4
47,3572,3170,1504,10466,OO,20304,10423,AUS,14771,SFO,6,673,2018,4
23,1748,1460,264,1240,9E,20363,11193,CVG,13930,ORD,6,638,2018,5
32,3968,2348,539,2531,AS,19930,10299,ANC,13873,OME,6,612,2019,3
1,14,3,4977,0,VJT,21568,13936,ORL,14250,PSA,6,788,2018,5
58,8700,5705,1307,0,4O,21578,12892,LAX,11874,GDL,6,694,2018,8
141,17766,15005,315,8357,UA,19977,11042,CLE,13930,ORD,6,612,2019,4
11,0,0,2356,2827,5X,19917,13891,ONT,14100,PHL,7,740,2018,9
1,65,30,175,49,EV,20366,13851,OKC,11298,DFW,6,631,2018,11
1,76,48,449,125,OH,20397,11057,CLT,14100,PHL,6,638,2019,9
71,2272,1893,220,4424,3M,20401,11534,ELH,11697,FLL,4,456,2019,1
13,0,0,4308,0,KE,19550,14309,PVG,10299,ANC,6,683,2019,4
11,99,26,77,359,H6,20336,10304,ANI,10313,ANV,4,416,2019,12
1,1,0,24,17,7S,20330,13369,MLL,14627,RSH,0,35,2019,8
152,21736,19283,725,16815,WN,19393,12953,LGA,13232,MDW,6,612,2018,3
7,1869,1565,3649,3234,UA,19977,10920,CDG,11618,EWR,6,627,2018,3
1,0,0,586,86,M6,20151,12693,KIN,13303,MIA,7,715,2018,2
1,76,0,1481,178,OO,20304,14869,SLC,11433,DTW,6,638,2019,12
6,1116,909,1290,1094,F9,20436,14122,PIT,11292,DEN,6,722,2019,9
6,1116,901,544,486,G4,20368,13829,OGD,10466,AZA,6,694,2019,1
14,1708,950,2117,3997,UA,19977,12016,GUM,12143,HKG,6,612,2018,3
1,8,0,819,126,27Q,21652,14831,SJC,16229,YVR,6,515,2019,1
4,700,666,1546,759,WN,19393,11292,DEN,13204,MCO,6,838,2018,7
1,160,0,509,78,AA,19805,11433,DTW,12478,JFK,6,614,2018,12
31,10447,8801,5230,0,BA,19540,12889,LAS,12972,LHR,8,819,2019,1
3,228,190,528,270,YX,20452,14576,ROC,13930,ORD,6,673,2019,1
64,10624,8704,997,8451,UA,19977,15304,TPA,11618,EWR,6,614,2019,1
50,0,0,683,4357,FX,20107,12896,LBB,13244,MEM,6,691,2019,10
18,3150,1677,584,1639,WN,19393,14869,SLC,14831,SJC,6,614,2018,9
11,1716,1563,735,1110,G4,20368,14761,SFB,11193,CVG,6,698,2019,5
9,2952,1670,8384,0,EY,21107,12892,LAX,10415,AUH,6,637,2018,1
1,272,235,5271,580,AA,19805,14107,PHX,12972,LHR,6,627,2019,3
44,7700,6911,1984,12444,WN,19393,15304,TPA,12889,LAS,6,614,2019,3
87,783,125,61,2192,9K,20253,12250,HYA,10721,BOS,1,125,2018,10
26,4134,3833,2777,8761,AS,19930,12173,HNL,10299,ANC,6,614,2019,2
13,1638,594,773,1295,UA,19977,13930,ORD,14685,SAV,6,612,2018,12
30,5370,4511,2504,8923,UA,19977,12758,KOA,12892,LAX,6,888,2019,4
2,152,152,1207,332,YX,20452,12953,LGA,11624,EYW,6,673,2019,12
3,228,192,413,257,YV,20378,10721,BOS,12264,IAD,6,673,2019,1
15,1920,1655,987,2209,AA,19805,10994,CHS,11298,DFW,6,698,2019,12
1,0,0,1873,0,W8,20313,12054,GYR,16078,YHM,6,622,2019,9
4,200,189,383,273,OO,20304,12264,IAD,11433,DTW,6,629,2019,12
29,5218,3733,1448,5598,DL,19790,14747,SEA,10299,ANC,6,888,2019,11
2,0,0,496,162,5X,19917,16271,YYZ,14730,SDF,6,691,2019,12
4,0,0,103,101,5X,19917,14027,PBI,14635,RSW,6,622,2018,1
128,9728,7260,344,8441,QX,19687,10713,BOI,14057,PDX,4,482,2018,7
24,0,0,332,1203,FX,20107,13244,MEM,10397,ATL,6,691,2019,8
1,181,181,963,216,AA,19805,12953,LGA,13244,MEM,6,699,2018,12
5,830,392,409,300,UA,19977,13930,ORD,10693,BNA,6,614,2018,12
12,3336,2795,4013,4642,HA,19690,12169,HND,12758,KOA,6,696,2019,2
105,5250,4175,212,4952,C5,20445,12264,IAD,11618,EWR,6,675,2019,1
6,1590,810,530,0,RJ,19568,16217,YUL,11433,DTW,6,887,2019,12
1,1,0,8,6,7S,20330,10551,BET,15798,WNA,0,35,2018,3
43,0,0,3110,13959,PO,20100,10299,ANC,11193,CVG,8,821,2019,1
30,2280,1916,812,3087,MQ,20398,11298,DFW,11193,CVG,6,673,2018,3
1,175,112,1342,151,WN,19393,10423,AUS,10821,BWI,6,838,2018,12
72,12819,8173,550,6226,AS,19930,14057,PDX,14771,SFO,6,888,2018,1
143,10010,8057,332,6993,G7,20500,11433,DTW,11537,ELM,6,631,2019,6
1,0,0,136,31,H6,20336,15554,VAK,10551,BET,4,405,2018,12
31,5859,4963,2349,9594,HA,19690,13796,OAK,13830,OGG,6,721,2019,12
4,0,0,1572,681,FX,20107,13891,ONT,13244,MEM,7,730,2018,3
1,0,0,27,11,7S,20330,12708,KKH,15862,WTL,4,412,2018,5
25,3575,3026,1590,5916,WN,19393,12339,IND,12889,LAS,6,612,2018,2
1,9,3,104,22,8E,20331,14895,SMK,12704,KKA,4,406,2018,10
13,1664,1451,996,1857,UA,19977,11292,DEN,11603,EUG,6,698,2019,2
6,858,811,1162,1054,WN,19393,14492,RDU,10423,AUS,6,612,2019,12
3,330,296,640,273,DL,19790,11986,GRR,10397,ATL,6,608,2018,7
54,2700,2426,491,4616,EV,20366,13244,MEM,13930,ORD,6,675,2019,9
1,8,1,555,90,04Q,21080,12149,HKY,12197,HPN,6,646,2018,12
