departures_performed,seats,passengers,distance,air_time,unique_carrier,airline_id,origin_airport_id,origin,dest_airport_id,dest,aircraft_group,aircraft_type,year,month
9,0,0,1787,1931,5Y,20007,13303,MIA,15455,UIO,8,821,2018,6
47,376,267,186,3666,3E,21253,13930,ORD,10744,BRL,4,415,2019,1
200,28600,21419,397,13708,WN,19393,12889,LAS,14893,SMF,6,612,2018,3
17,0,0,3680,6906,5X,19917,12699,KIX,10299,ANC,7,740,2018,11
4,624,362,276,198,G4,20368,10466,AZA,12889,LAS,6,698,2019,10
1,5,1,16,9,V8,20346,13715,NNL,12321,ILI,0,10,2018,10
31,7501,4975,3925,15694,AA,19805,10517,BCN,14100,PHL,6,696,2018,5
9,1632,1518,862,1042,F9,20436,11292,DEN,12266,IAH,6,694,2019,7
2,252,252,921,244,UA,19977,13303,MIA,12264,IAD,6,612,2019,3
1,0,0,189,33,5X,19917,15412,TYS,14730,SDF,6,691,2019,5
25,1750,890,395,1499,OO,20304,10792,BUF,10721,BOS,6,631,2019,3
5,0,0,120,202,FX,20107,11076,CMX,11587,ESC,4,416,2019,11
93,13299,11843,861,9875,WN,19393,13232,MDW,10721,BOS,6,612,2018,10
42,2730,2115,322,2623,OH,20397,12264,IAD,11057,CLT,6,631,2018,12
53,2650,2383,899,6723,OO,20304,11292,DEN,16257,YYC,6,629,2019,6
1,174,174,1911,0,WS,20229,14843,SJU,16271,YYZ,6,838,2019,1
2,0,0,436,0,KE,19550,13930,ORD,16271,YYZ,8,819,2019,3
20,5040,3592,8587,18242,UA,19977,15092,SYD,12266,IAH,6,889,2018,8
24,3072,2938,1440,4905,AA,19805,13930,ORD,14107,PHX,6,698,2019,3
93,31929,27554,6469,0,BR,20005,14771,SFO,15306,TPE,6,627,2019,12
26,1300,890,583,2230,C5,20445,10431,AVL,11618,EWR,6,675,2019,1
153,11913,9230,347,8892,YV,20378,11540,ELP,14107,PHX,6,638,2019,10
52,7436,6414,822,5304,WN,19393,14683,SAT,10693,BNA,6,612,2019,3
1,150,53,591,77,UA,19977,13232,MDW,10397,ATL,6,694,2019,8
7,1015,943,983,897,NK,20416,15304,TPA,11433,DTW,6,698,2018,7
84,10408,6566,1208,12153,UA,19977,12266,IAH,11278,DCA,6,612,2018,1
27,2052,1762,388,1715,OH,20397,11953,GNV,11057,CLT,6,638,2018,2
1,119,52,94,32,AS,19930,14893,SMF,14831,SJC,6,698,2019,11
31,4960,3446,2332,0,AM,19534,13252,MEX,14747,SEA,6,614,2019,5
54,486,297,110,1199,9K,20253,15016,STL,11288,DEC,1,125,2018,5
9,1287,703,667,835,WN,19393,13204,MCO,14524,RIC,6,612,2019,9
1,9,2,183,53,8E,20331,13970,OTZ,13873,OME,4,406,2018,12
62,3100,2529,227,2887,OH,20397,11278,DCA,14492,RDU,6,629,2019,4
3,3,0,92,125,7S,20330,12676,KGX,10304,ANI,0,35,2019,12
64,4124,3365,177,2101,MQ,20398,13930,ORD,12339,IND,6,631,2018,6
1,72,56,208,37,DL,19790,14112,PIE,13303,MIA,6,622,2018,7
16,0,0,401,890,FX,20107,12339,IND,11996,GSP,6,622,2018,12
2,300,182,896,255,UA,19977,13342,MKE,11292,DEN,6,694,2018,3
4,640,589,1770,906,DL,19790,10312,ANU,12478,JFK,6,614,2019,7
30,7377,5997,3589,13289,DL,19790,13156,MAD,12478,JFK,6,624,2018,9
1,9,1,264,58,H6,20336,14709,SCC,11833,FYU,4,405,2018,6
3,0,0,1178,407,5X,19917,10140,ABQ,14730,SDF,6,626,2019,5
1,5,0,79,47,K2,21820,15862,WTL,15887,WWT,0,35,2019,10
25,3975,2925,672,2512,AS,19930,13796,OAK,14747,SEA,6,614,2019,4
1,50,38,242,108,PT,20427,14092,PGV,10868,CAE,6,675,2019,11
4,0,0,857,454,5X,19917,14027,PBI,14730,SDF,6,622,2018,4
1,0,0,4970,0,RU,21487,15058,SVO,12917,LCK,8,820,2018,10
10,1750,1450,480,696,WN,19393,14679,SAN,14893,SMF,6,838,2018,8
45,2160,1550,221,3090,PT,20427,11617,EWN,11057,CLT,4,484,2018,1
138,0,0,100,3182,KH,21634,12173,HNL,13830,OGG,6,619,2019,6
1,157,133,1217,199,DL,19790,13303,MIA,15096,SYR,6,694,2019,4
21,6300,2864,4615,0,LH,19554,10397,ATL,11760,FRA,8,871,2018,2
1,76,74,723,185,YX,20452,16217,YUL,11995,GSO,6,673,2019,5
21,3675,3203,1442,4057,WN,19393,11259,DAL,14893,SMF,6,614,2019,9
1,180,115,1785,0,Y4,21351,13342,MKE,11874,GDL,6,722,2018,5
30,8784,8032,3635,13776,DL,19790,10920,CDG,12478,JFK,6,687,2018,4
12,1536,1308,1474,2290,AA,19805,14065,PEI,13303,MIA,6,698,2019,9
2,18,10,184,164,2LQ,21743,13605,NAS,13303,MIA,4,416,2019,8
4,64,0,792,655,KO,20341,11445,DUT,10299,ANC,4,405,2019,1
4,200,192,489,355,EV,20366,14193,PNS,12266,IAH,6,629,2019,4
1,30,25,371,59,LF,21635,12264,IAD,14307,PVD,6,674,2019,12
4,280,245,850,546,OO,20304,11292,DEN,10800,BUR,6,631,2018,3
67,8382,5501,417,4212,AS,19930,14831,SJC,14679,SAN,6,698,2019,9
1,129,123,1818,215,SY,20422,10590,IFP,11042,CLE,6,612,2018,6
8,2112,1660,4211,0,VS,19682,10397,ATL,12972,LHR,6,687,2018,4
12,0,0,802,1451,5X,19917,12478,JFK,14512,RFD,6,691,2019,9
1,128,80,1107,162,AA,19805,14107,PHX,14747,SEA,6,698,2018,12
4,700,661,356,206,WN,19393,11278,DCA,14307,PVD,6,614,2019,10
2,576,368,5943,0,HU,21271,14831,SJC,14066,PEK,6,889,2018,11
84,6384,4737,931,10223,YX,20452,13487,MSP,11278,DCA,6,673,2019,10
18,1368,1035,564,1695,OH,20397,12197,HPN,11057,CLT,6,638,2019,1
8,48,12,65,254,Z3,20322,11336,DLG,12671,KGK,0,35,2019,6
28,252,99,27,372,H6,20336,10304,ANI,12719,KLG,4,416,2018,5
90,4500,3833,565,7664,OO,20304,14108,PIA,10397,ATL,6,629,2019,5
1,132,122,874,122,DL,19790,10397,ATL,14683,SAT,6,698,2018,1
19,0,0,119,940,EM,20263,11695,FLG,14107,PHX,4,416,2019,12
5,830,650,2556,1459,UA,19977,12173,HNL,12892,LAX,6,614,2018,12
1,76,61,751,151,YV,20378,10980,CHA,12891,LAW,6,638,2019,4
1,70,49,668,106,G7,20500,14321,PWM,11433,DTW,6,631,2019,7
1,12,0,223,48,27Q,21652,15167,TEB,12264,IAD,6,688,2019,12
54,2700,1924,406,3813,PT,20427,14100,PHL,11066,CMH,6,675,2018,3
25,4475,3677,1874,5555,UA,19977,14747,SEA,12266,IAH,6,888,2018,3
1,3,0,96,46,HBQ,21029,11997,GST,14828,SIT,0,33,2019,5
7,42,4,24,189,K2,21820,10551,BET,12831,KUK,0,35,2018,7
2,138,120,1008,266,OO,20304,13487,MSP,11618,EWR,6,631,2018,11
3,0,0,4162,0,L7,21376,13303,MIA,11915,GIG,6,626,2019,2
29,145,62,15,359,K2,21820,10551,BET,12709,KKI,0,35,2019,12
4,572,446,592,371,WN,19393,14193,PNS,11259,DAL,6,612,2019,11
2,152,119,872,255,YX,20452,13244,MEM,11292,DEN,6,673,2018,1
1,166,137,700,96,UA,19977,14492,RDU,13303,MIA,6,614,2018,10
30,5400,4686,982,4002,NK,20416,10158,ACY,14635,RSW,6,694,2018,9
30,3000,2015,68,516,B6,20409,14843,SJU,15024,STT,6,678,2018,11
12,1788,1021,129,387,AS,19930,14057,PDX,14747,SEA,6,694,2019,1
1,168,158,689,184,SY,20422,11122,CPR,10590,IFP,6,614,2018,8
4,304,162,902,499,CP,21167,12892,LAX,10849,BZN,6,673,2018,8
9,1494,1369,1058,1230,G4,20368,13198,MCI,14761,SFB,6,655,2018,7
6,1116,932,813,583,F9,20436,10423,AUS,10397,ATL,6,722,2019,11
1,0,0,333,60,GFQ,20166,14275,PTK,14730,SDF,7,715,2018,5
6,54,9,57,171,H6,20336,13970,OTZ,11411,DRG,4,416,2019,11
91,11648,9942,666,8856,AA,19805,10397,ATL,14100,PHL,6,698,2018,8
7,350,284,235,365,AX,20237,11433,DTW,13930,ORD,6,675,2019,11
98,14014,9437,441,6741,WN,19393,12191,HOU,13158,MAF,6,612,2019,5
39,7020,5798,850,4776,G4,20368,14082,PGD,11193,CVG,6,694,2018,3
810,99630,79434,100,17781,HA,19690,12173,HNL,13830,OGG,6,608,2018,1
1,160,154,667,131,AA,19805,14492,RDU,15016,STL,6,614,2018,8
29,4320,3952,528,2388,DL,19790,10874,CAK,10397,ATL,6,655,2019,4
1,179,0,1156,156,09Q,21161,10185,AEX,10158,ACY,6,617,2018,5
1,12,0,1062,144,27Q,21652,16229,YVR,15618,VNY,6,688,2019,1
12,2232,1846,812,1320,F9,20436,11298,DFW,11193,CVG,6,722,2019,7
25,150,58,15,321,H6,20336,12709,KKI,10551,BET,0,35,2019,7
16,0,0,110,351,5X,19917,14108,PIA,14512,RFD,6,691,2018,12
1,9,0,145,53,GV,20455,14718,SCM,10551,BET,4,416,2018,3
78,468,155,41,2302,3F,21111,12815,KTB,15741,WFB,0,40,2019,6
15,1500,1359,1005,2137,B6,20409,15304,TPA,12478,JFK,6,678,2018,2
31,4650,4080,1698,6457,B6,20409,13204,MCO,10711,BOG,6,694,2019,8
77,3465,1762,792,9971,KS,20225,11445,DUT,10299,ANC,4,432,2019,6
1,8,3,2432,282,3EQ,21974,14716,SCK,12758,KOA,6,647,2019,11
3,0,0,787,291,AS,19930,14256,PSG,14747,SEA,6,612,2019,4
5,350,293,562,372,OO,20304,12266,IAH,10599,BHM,6,631,2019,10
1,5,0,98,46,7S,20330,10304,ANI,14987,SRV,0,35,2018,8
9,0,0,1993,2469,FX,20107,12917,LCK,12892,LAX,6,691,2018,12
4,0,0,925,0,LH,19554,13930,ORD,12266,IAH,7,740,2018,9
7,41,19,28,115,GV,20455,12708,KKH,15862,WTL,0,26,2019,10
17,3213,2264,3227,0,D8,21823,11488,EDI,15070,SWF,6,838,2018,5
3,24,6,300,204,04Q,21080,10414,AUG,12197,HPN,4,479,2019,7
39,227,2,73,1500,1SQ,21570,14582,ROP,14955,SPN,0,79,2018,2
1,189,2,2113,280,GL,20402,13303,MIA,16178,YQX,6,614,2019,6
4,640,546,1807,878,DL,19790,10397,ATL,10312,ANU,6,614,2019,5
1,182,180,2227,253,NK,20416,12889,LAS,11618,EWR,6,722,2019,11
24,4296,3651,236,1060,UA,19977,12889,LAS,12892,LAX,6,888,2018,5
1,0,0,880,125,U7,20447,16091,YIP,14814,SHV,6,681,2019,7
18,162,115,67,534,H6,20336,10551,BET,12708,KKH,4,416,2018,12
35,5005,4587,1565,7681,WN,19393,10821,BWI,14843,SJU,6,612,2018,9
57,9975,8078,1371,10256,WN,19393,15016,STL,12889,LAS,6,614,2018,8
4,200,172,453,335,OH,20397,14100,PHL,11433,DTW,6,629,2019,11
2,353,278,2140,0,Y4,21351,11874,GDL,14747,SEA,6,694,2019,6
1,150,149,717,107,UA,19977,13931,ORF,13930,ORD,6,694,2019,3
20,3500,3222,1166,2988,WN,19393,11697,FLL,10792,BUF,6,614,2018,8
2,12,4,24,35,H6,20336,14627,RSH,13369,MLL,0,35,2019,4
25,4375,2056,479,1664,WN,19393,14057,PDX,14893,SMF,6,614,2019,10
1,0,0,197,70,7S,20330,15049,SVA,11550,EMK,4,412,2019,12
1,8,2,57,23,H6,20336,11411,DRG,13970,OTZ,1,194,2019,2
1,6,3,85,37,K2,21820,13770,NUP,12807,KSM,0,79,2019,7
3,18,2,9,15,KAH,20272,12652,KEH,13002,LKE,0,91,2018,1
119,9044,6722,969,15384,YX,20452,11278,DCA,13495,MSY,6,673,2019,9
1,76,68,157,35,OO,20304,14696,SBN,11433,DTW,6,638,2018,5
37,5291,4900,1430,6946,WN,19393,13232,MDW,11032,CUN,6,612,2019,8
7,1239,509,944,834,G4,20368,14685,SAV,14259,PSM,6,694,2019,6
85,15889,14091,590,7771,AA,19805,14027,PBI,11057,CLT,6,699,2019,2
1,8,3,325,48,0WQ,21352,13796,OAK,10800,BUR,6,684,2018,12
4,756,633,2404,1189,SY,20422,13487,MSP,14843,SJU,6,614,2019,7
39,6121,5551,590,3433,DL,19790,14869,SLC,12892,LAX,6,694,2019,9
11,0,0,2482,2843,5X,19917,13891,ONT,10529,BDL,6,622,2018,2
30,3300,2535,780,3514,DL,19790,10397,ATL,12197,HPN,6,608,2018,6
31,1550,1001,277,1594,C5,20445,14524,RIC,11618,EWR,6,675,2018,1
1,0,0,264,83,7S,20330,12583,JZE,10304,ANI,4,412,2018,4
1,8,1,183,64,H6,20336,13873,OME,13970,OTZ,1,194,2019,4
47,3572,3218,674,5245,OO,20304,10713,BOI,12892,LAX,6,673,2018,1
3,540,438,1195,534,G4,20368,14761,SFB,13871,OMA,6,694,2018,2
1,70,66,1019,132,YX,20452,16042,YEG,11292,DEN,6,677,2018,11
27,2052,1713,326,1489,YV,20378,12264,IAD,10529,BDL,6,673,2018,12
27,6050,5544,1931,7348,DL,19790,13204,MCO,14869,SLC,6,626,2019,1
1,156,144,275,48,G4,20368,11721,FNT,11193,CVG,6,698,2019,6
1,291,280,134,35,DL,19790,10599,BHM,10397,ATL,6,627,2019,6
6,1068,701,1219,944,AS,19930,14832,SJD,14831,SJC,6,634,2018,9
2,8,2,181,118,Q5,20342,11630,FAI,15236,TKJ,1,194,2018,1
31,5877,4146,201,1122,DL,19790,11433,DTW,14122,PIT,6,699,2019,7
7,1266,1040,996,870,G4,20368,14761,SFB,12265,IAG,6,694,2019,4
30,4290,2362,1436,5695,WN,19393,14293,PUJ,10397,ATL,6,612,2019,7
60,9441,8186,1013,7770,DL,19790,13486,MSO,13487,MSP,6,694,2018,8
4,600,580,846,427,F9,20436,14908,SNA,11292,DEN,6,698,2019,2
1,183,179,773,94,SY,20422,14696,SBN,10540,BED,6,614,2019,11
65,4225,2961,675,5953,EV,20366,11057,CLT,10781,BTR,6,631,2018,6
55,3850,2562,282,2774,OO,20304,13871,OMA,13487,MSP,6,631,2019,3
49,8134,6932,1065,7187,UA,19977,11618,EWR,11697,FLL,6,614,2019,10
1,149,88,411,71,DL,19790,11278,DCA,11193,CVG,6,655,2018,1
18,5814,5401,3648,0,DY,21579,11618,EWR,13943,ORY,6,627,2018,8
26,4316,4240,2133,6517,UA,19977,14107,PHX,11618,EWR,6,614,2019,6
29,1450,1120,878,4091,EV,20366,10868,CAE,12266,IAH,6,675,2018,4
4,36,5,34,60,H6,20336,12087,HCR,10313,ANV,4,416,2018,9
1,10,1,346,0,13Q,21437,15167,TEB,16271,YYZ,6,648,2019,12
1,150,120,431,112,AA,19805,12953,LGA,14492,RDU,6,694,2019,6
1,110,110,904,145,DL,19790,14492,RDU,13198,MCI,6,608,2019,7
3,525,298,667,258,WN,19393,15016,STL,14492,RDU,6,614,2018,2
1,76,74,444,66,9E,20363,14730,SDF,10408,ATW,6,638,2018,5
5,945,607,110,136,SY,20422,14262,PSP,12892,LAX,6,614,2019,1
1,76,75,759,96,MQ,20398,13204,MCO,11278,DCA,6,673,2018,5
30,4500,2874,1574,0,BW,19542,12693,KIN,12478,JFK,6,614,2018,11
12,0,0,1421,2287,FX,20107,10194,AFW,14831,SJC,6,691,2019,6
18,0,0,4024,8344,5X,19917,13303,MIA,15567,VCP,6,626,2019,1
1,16,16,288,69,KO,20341,10299,ANC,10245,AKN,4,405,2019,1
34,1700,1567,752,3929,AX,20237,11292,DEN,11648,FCA,6,675,2019,6
1,76,69,1009,122,YV,20378,14107,PHX,12266,IAH,6,673,2019,1
6,900,758,1088,921,F9,20436,14100,PHL,13871,OMA,6,698,2018,4
35,6300,5930,776,3768,G4,20368,11193,CVG,14112,PIE,6,694,2018,7
4,728,627,763,451,NK,20416,12889,LAS,14057,PDX,6,722,2019,3
90,17836,15149,1554,17689,B6,20409,12478,JFK,14293,PUJ,6,699,2019,5
1,124,106,1881,0,AM,19534,13252,MEX,14771,SFO,6,612,2019,9
28,4464,3914,762,2713,B6,20409,11697,FLL,15013,STI,6,694,2019,12
1,0,0,2768,0,VIQ,20428,10299,ANC,15509,UUS,8,880,2018,12
75,5700,4096,370,4993,OH,20397,11267,DAY,11057,CLT,6,638,2018,6
7,455,256,95,165,EV,20366,11042,CLE,11433,DTW,6,631,2018,3
25,0,0,1506,4530,ABX,20453,13303,MIA,10711,BOG,6,626,2019,6
1,129,106,408,69,SY,20422,11986,GRR,13487,MSP,6,612,2018,12
224,15456,10331,214,9863,YX,20452,11278,DCA,12953,LGA,6,677,2018,12
2,0,0,1045,234,WI,20195,13303,MIA,14843,SJU,8,820,2018,3
5,545,426,1080,689,DL,19790,14635,RSW,12953,LGA,6,723,2019,10
23,3680,3205,1969,6754,DL,19790,11618,EWR,14869,SLC,6,614,2018,2
31,7564,4833,6772,0,JL,19548,12169,HND,12478,JFK,6,627,2018,12
43,6747,5955,1069,6622,DL,19790,12478,JFK,11697,FLL,6,694,2019,12
1,65,0,766,86,OO,20304,13851,OKC,15412,TYS,6,631,2019,11
29,1450,1175,296,1614,PT,20427,14576,ROC,11278,DCA,6,675,2019,9
2,152,101,390,138,G7,20500,14492,RDU,11193,CVG,6,638,2019,12
1,143,122,2106,324,WN,19393,14679,SAN,14122,PIT,6,612,2018,11
10,1500,1241,731,1020,AA,19805,11057,CLT,13605,NAS,6,694,2018,6
1,50,41,414,83,OO,20304,13487,MSP,14150,PLN,6,629,2019,4
4,720,673,1546,0,VB,21342,11032,CUN,11618,EWR,6,694,2018,7
21,3486,3115,862,2449,UA,19977,11292,DEN,12892,LAX,6,614,2018,6
1,50,41,1084,151,MQ,20398,13303,MIA,11823,FWA,6,675,2018,1
1,185,135,937,116,AS,19930,10800,BUR,14747,SEA,6,721,2019,6
16,0,0,328,685,5X,19917,14107,PHX,10140,ABQ,6,626,2018,4
17,0,0,508,1362,FX,20107,12917,LCK,13244,MEM,6,622,2019,5
1,3,1,41,37,K2,21820,10551,BET,15862,WTL,0,36,2018,6
4,600,405,329,223,UA,19977,14771,SFO,13264,MFR,6,694,2019,3
3,429,149,918,412,WN,19393,14122,PIT,13495,MSY,6,612,2019,1
1,160,157,1039,168,AA,19805,13495,MSY,13487,MSP,6,614,2019,4
40,0,0,1133,5312,FX,20107,13244,MEM,13296,MHT,6,626,2018,9
84,12012,8099,391,5426,WN,19393,14570,RNO,12892,LAX,6,612,2018,8
3,150,88,1313,504,2HQ,21712,14986,SRQ,14321,PWM,6,629,2019,6
1,179,66,588,83,UA,19977,12264,IAD,13930,ORD,6,888,2019,5
26,1690,1490,328,1506,OH,20397,12451,JAX,11057,CLT,6,631,2019,4
7,1120,742,588,568,DL,19790,14908,SNA,14869,SLC,6,614,2019,9
45,7875,5278,369,2702,WN,19393,10821,BWI,10721,BOS,6,614,2018,10
1,76,0,601,90,OO,20304,14869,SLC,15376,TUS,6,638,2019,7
100,7600,5119,762,10832,YX,20452,10397,ATL,12953,LGA,6,673,2018,9
1,0,0,60,23,FX,20107,10136,ABI,10817,BWD,4,416,2018,5
1,8,2,131,48,04Q,21080,13541,MVY,13987,OXC,4,479,2019,8
16,2912,2551,867,1821,NK,20416,14747,SEA,12889,LAS,6,722,2019,6
11,550,516,449,738,EV,20366,12264,IAD,16149,YOW,6,629,2019,1
27,4857,2992,599,2149,DL,19790,14771,SFO,14869,SLC,6,888,2018,4
1,8,0,1130,134,LF,21635,11503,EGE,10693,BNA,6,684,2018,12
1,50,38,596,77,OO,20304,12217,HSV,12264,IAD,6,629,2019,2
14,3801,2543,4530,7596,UA,19977,13518,MUC,13930,ORD,6,627,2019,2
1,119,114,607,0,NLQ,20303,10693,BNA,16097,YKF,6,620,2018,4
3,597,163,214,121,DL,19790,10693,BNA,10397,ATL,6,622,2018,12
15,2676,1967,224,688,AS,19930,11884,GEG,14747,SEA,6,634,2018,2
36,0,0,3110,12087,PO,20100,10299,ANC,11193,CVG,8,819,2018,5
31,5425,4878,1751,6501,WN,19393,14057,PDX,13232,MDW,6,614,2018,3
7,896,788,909,836,UA,19977,14893,SMF,11292,DEN,6,698,2018,11
31,1550,1142,552,2639,EV,20366,15125,TAM,12266,IAH,6,675,2019,3
9,1404,1209,1376,1404,G4,20368,12889,LAS,13367,MLI,6,698,2019,12
121,6050,4592,286,6969,AX,20237,14730,SDF,13930,ORD,6,675,2018,12
10,1280,1193,2358,3254,UA,19977,12264,IAD,14893,SMF,6,698,2018,12
11,0,0,342,634,FX,20107,13244,MEM,15370,TUL,6,691,2018,2
58,8294,7314,356,3273,WN,19393,11278,DCA,14307,PVD,6,612,2019,8
2,264,243,228,94,DL,19790,13485,MSN,13487,MSP,6,698,2019,4
3,57,26,38,32,8E,20331,11845,GAM,15049,SVA,4,405,2018,9
1,76,61,179,37,YX,20452,13930,ORD,12884,LAN,6,673,2019,11
1,50,0,924,116,OO,20304,11823,FWA,13360,MLB,6,629,2019,10
33,4719,4123,829,3632,WN,19393,11066,CMH,15304,TPA,6,612,2018,8
11,0,0,393,1023,H6,20336,15478,UNK,10299,ANC,4,405,2018,11
31,0,0,3386,0,CX,19779,10299,ANC,12478,JFK,8,820,2019,12
9,2943,2770,4420,0,DI,21924,12966,LGW,11697,FLL,6,696,2019,1
4,0,0,2454,1151,FX,20107,12892,LAX,11618,EWR,7,740,2018,5
12,1740,1659,982,1464,NK,20416,11697,FLL,10732,BQN,6,698,2018,10
5,0,0,321,238,5X,19917,13495,MSY,10599,BHM,6,691,2019,6
1,126,70,836,111,UA,19977,13930,ORD,13495,MSY,6,612,2018,10
1,169,159,1162,149,UA,19977,16268,YYT,11618,EWR,6,622,2019,8
12,2136,1734,2548,4140,AS,19930,11618,EWR,14831,SJC,6,888,2018,5
1,76,39,457,75,9E,20363,10990,CHO,10397,ATL,6,638,2019,10
1,0,0,5491,0,TK,19821,13930,ORD,12395,IST,6,696,2018,12
30,1500,1272,110,765,OO,20304,14262,PSP,12892,LAX,6,629,2019,6
1,76,64,390,58,G7,20500,11193,CVG,14492,RDU,6,638,2019,7
15,0,0,3799,6591,PO,20100,12277,ICN,10299,ANC,8,821,2018,7
10,500,455,436,919,OO,20304,16271,YYZ,13930,ORD,6,629,2018,2
4,728,563,1185,683,NK,20416,10721,BOS,15304,TPA,6,722,2019,12
11,1914,1613,1233,0,WS,20229,16271,YYZ,13303,MIA,6,614,2019,1
1,70,70,538,71,G7,20500,15370,TUL,13495,MSY,6,631,2018,7
1,50,29,193,34,OO,20304,13029,LNK,12255,HYS,6,629,2018,9
30,4980,4707,896,3314,UA,19977,11292,DEN,13342,MKE,6,614,2019,7
9,1643,1135,690,0,Y4,21351,14683,SAT,11874,GDL,6,722,2018,11
14,0,0,1980,3560,5X,19917,14730,SDF,13796,OAK,6,691,2019,5
9,0,0,113,311,KO,20341,10299,ANC,15171,TEK,4,405,2019,8
4,24,0,34,82,H6,20336,14880,SLQ,11028,CKD,0,35,2018,7
4,572,540,2075,955,WN,19393,14107,PHX,14100,PHL,6,612,2019,12
5,790,767,1084,715,DL,19790,11433,DTW,14635,RSW,6,656,2018,3
31,0,0,1980,6876,5X,19917,13796,OAK,14730,SDF,6,626,2018,7
4,624,416,1077,564,G4,20368,13342,MKE,14112,PIE,6,698,2019,5
16,0,0,189,514,5X,19917,14730,SDF,15412,TYS,6,622,2018,4
79,6004,5426,812,8641,MQ,20398,11298,DFW,11193,CVG,6,673,2018,6
1,178,67,160,35,AS,19930,10926,CDV,10299,ANC,6,888,2019,8
3,525,343,104,88,AA,19805,14635,RSW,13303,MIA,6,622,2019,7
49,3430,2966,212,2143,G7,20500,11921,GJT,11292,DEN,6,631,2019,6
22,5838,3940,4074,0,SK,19571,12264,IAD,11118,CPH,6,696,2018,11
81,14175,13171,1750,17047,WN,19393,12892,LAX,13232,MDW,6,614,2018,6
1,76,49,589,93,OO,20304,11995,GSO,13930,ORD,6,673,2019,4
31,4774,2564,1544,0,BW,19542,12478,JFK,13180,MBJ,6,614,2018,1
7,42,12,95,386,K2,21820,12779,KPN,10551,BET,0,35,2019,1
1,14,6,3635,0,15Q,21440,15167,TEB,12900,LBG,7,725,2019,11
31,4650,4256,617,3108,B6,20409,13204,MCO,11032,CUN,6,694,2019,12
18,3240,2616,869,2070,F9,20436,15016,STL,15304,TPA,6,694,2018,1
3,480,418,2370,866,AA,19805,14679,SAN,14100,PHL,6,614,2019,9
1,175,164,296,46,WN,19393,12992,LIT,11259,DAL,6,614,2018,10
67,4623,3367,818,8493,YX,20452,10721,BOS,12339,IND,6,677,2019,10
47,6721,4579,188,1776,WN,19393,14831,SJC,14570,RNO,6,612,2019,3
26,1794,1530,604,2190,OO,20304,13487,MSP,14730,SDF,6,631,2018,4
1,189,172,919,109,SY,20422,10590,IFP,14960,SPS,6,614,2019,8
26,3328,3030,1748,5916,AA,19805,11057,CLT,14838,SJO,6,698,2018,6
1,3,0,117,71,K2,21820,10551,BET,15282,TNK,0,36,2018,8
21,1050,586,413,1333,9E,20363,11193,CVG,16271,YYZ,6,629,2018,2
1,126,113,832,109,SY,20422,11973,GPT,14524,RIC,6,612,2018,9
28,5096,3609,775,2862,NK,20416,11292,DEN,10423,AUS,6,694,2019,11
52,2600,1663,294,2634,MQ,20398,13303,MIA,11953,GNV,6,675,2019,8
1,6,0,268,88,8V,20333,11550,EMK,11844,GAL,1,194,2018,1
20,0,0,937,2540,M6,20151,11618,EWR,13204,MCO,6,626,2019,7
2,100,82,594,251,ZW,20046,13930,ORD,13230,MDT,6,629,2018,4
7,0,0,1025,857,5Y,20007,12263,IAB,10994,CHS,8,819,2019,11
79,3950,2359,127,2562,EV,20366,12915,LCH,12266,IAH,6,675,2018,10
9,72,21,122,397,H6,20336,13873,OME,14805,SHH,1,194,2018,7
3,537,475,2020,757,UA,19977,10411,AUA,12266,IAH,6,888,2019,10
6,264,213,657,578,MQ,20398,15048,SUX,11298,DFW,6,676,2019,9
2,312,312,1126,276,G4,20368,11423,DSM,14112,PIE,6,698,2019,12
1,9,0,129,41,H6,20336,15293,TOG,10551,BET,4,416,2018,6
6,1050,720,583,456,WN,19393,12889,LAS,11540,ELP,6,838,2019,2
5,0,0,828,590,5X,19917,14512,RFD,11292,DEN,6,622,2018,11
3,555,461,237,140,AA,19805,11298,DFW,15370,TUL,6,699,2019,12
50,11007,10055,862,5940,UA,19977,11292,DEN,12892,LAX,6,623,2018,5
4,256,151,413,291,OH,20397,13230,MDT,11057,CLT,6,631,2018,8
30,5700,4114,347,1526,DL,19790,10849,BZN,14869,SLC,6,699,2019,5
14,2324,2205,473,1056,UA,19977,10792,BUF,13930,ORD,6,614,2019,6
24,4368,3879,966,3129,NK,20416,14122,PIT,14635,RSW,6,694,2019,3
1,0,0,1468,180,M6,20151,13303,MIA,11654,FDF,6,626,2019,8
10,700,652,1075,1553,YX,20452,11433,DTW,12266,IAH,6,677,2018,8
26,7150,3590,2449,0,CX,19779,16229,YVR,12478,JFK,6,637,2018,2
5,904,634,1695,0,Y4,21351,11057,CLT,11874,GDL,6,722,2019,8
28,3584,2696,641,2456,AA,19805,11298,DFW,15624,VPS,6,698,2019,5
57,3990,3637,441,4420,YV,20378,12264,IAD,10994,CHS,6,631,2019,11
29,10582,8691,5699,17177,UA,19977,14771,SFO,11760,FRA,6,637,2018,9
8,360,271,71,167,KS,20225,10245,AKN,11336,DLG,4,432,2019,1
55,7865,5073,448,3718,WN,19393,13487,MSP,15016,STL,6,612,2019,5
1,0,0,1247,144,5X,19917,11540,ELP,14730,SDF,6,626,2018,10
31,5580,4713,1522,5852,NK,20416,11697,FLL,10711,BOG,6,694,2018,8
1,9,4,347,0,13Q,21437,16271,YYZ,14100,PHL,6,665,2018,1
