departures_performed,seats,passengers,distance,air_time,unique_carrier,airline_id,origin_airport_id,origin,dest_airport_id,dest,aircraft_group,aircraft_type,year,month
1,187,138,1670,186,AA,19805,14107,PHX,11066,CMH,6,699,2018,12
82,4100,3550,691,7791,MQ,20398,11298,DFW,13367,MLI,6,675,2016,4
1,69,66,1158,141,YX,20452,13851,OKC,11278,DCA,6,677,2019,6
31,2139,1568,1304,4887,OO,20304,10372,ASE,10397,ATL,6,631,2018,3
5,930,649,872,635,F9,20436,13244,MEM,11292,DEN,6,722,2019,4
2,100,93,290,100,OO,20304,14869,SLC,10713,BOI,6,629,2015,11
1,160,157,1069,227,AA,19805,12889,LAS,14683,SAT,6,614,2019,5
1,0,0,1288,160,U7,20447,14057,PDX,11540,ELP,6,640,2018,8
23,0,0,223,858,5X,19917,11540,ELP,10140,ABQ,6,691,2017,8
27,2052,2012,844,3339,YV,20378,12339,IND,12266,IAH,6,673,2018,7
1,175,113,2236,300,WN,19393,14831,SJC,14122,PIT,6,614,2017,2
1,0,0,44,19,7S,20330,13369,MLL,12807,KSM,4,412,2018,4
2,0,0,391,118,5X,19917,11292,DEN,14869,SLC,6,622,2017,5
1,9,5,399,64,LF,21635,11421,DSI,12574,TN8,6,609,2018,1
1,76,53,440,59,9E,20363,11433,DTW,16149,YOW,6,638,2016,11
12,1992,1596,895,1500,G4,20368,14112,PIE,14783,SGF,6,655,2015,12
25,1625,1370,950,3618,EV,20366,16217,YUL,13487,MSP,6,631,2016,10
24,1680,1561,1167,3713,YX,20452,13495,MSY,11618,EWR,6,677,2016,4
9,1494,1389,920,1104,G4,20368,14761,SFB,10434,AVP,6,655,2015,3
2,256,235,1006,252,UA,19977,12266,IAH,14832,SJD,6,698,2019,8
7,1001,675,328,359,WN,19393,10693,BNA,11057,CLT,6,619,2017,1
43,5074,3881,413,2454,UA,19977,13930,ORD,14122,PIT,6,612,2016,4
12,384,213,187,672,3M,20401,13289,MHH,14027,PBI,4,456,2018,12
7,0,0,1774,1640,5X,19917,14512,RFD,13796,OAK,6,691,2015,12
1,76,74,220,49,EV,20366,11003,CID,13487,MSP,6,638,2017,3
12,0,0,1950,2631,5X,19917,14057,PDX,14730,SDF,6,622,2019,10
1,124,114,1216,158,AS,19930,15376,TUS,14747,SEA,6,612,2019,8
1,173,0,355,65,GL,20402,14492,RDU,12945,LEX,6,614,2019,1
1,187,184,474,117,AA,19805,14730,SDF,11278,DCA,6,699,2019,10
20,3600,3232,985,2891,F9,20436,15356,TTN,14027,PBI,6,694,2018,2
19,171,67,49,358,8E,20331,14895,SMK,15478,UNK,4,415,2019,9
56,4256,3788,468,3863,YV,20378,12266,IAH,13244,MEM,6,673,2018,1
98,14601,12269,761,9296,DL,19790,13851,OKC,10397,ATL,6,655,2018,11
63,3150,2476,77,1209,C5,20445,12264,IAD,10990,CHO,6,675,2018,8
28,1400,1197,744,2980,EV,20366,10140,ABQ,12266,IAH,6,675,2015,5
4,36,16,86,142,8V,20333,12235,HUS,15124,TAL,4,416,2019,11
1,230,134,1041,144,F9,20436,11986,GRR,15304,TPA,6,699,2019,4
31,2356,2245,909,3670,OO,20304,14893,SMF,11292,DEN,6,673,2019,3
8,560,271,175,284,OO,20304,15389,TWF,14869,SLC,6,631,2019,3
24,2640,2421,214,1036,DL,19790,11433,DTW,16271,YYZ,6,608,2017,9
75,3750,2992,223,2859,MQ,20398,13930,ORD,11721,FNT,6,675,2019,3
11,1650,1217,2419,3657,UA,19977,12264,IAD,14771,SFO,6,694,2017,11
95,13585,12863,577,7762,WN,19393,10821,BWI,10397,ATL,6,612,2016,7
4,720,666,1874,921,NK,20416,12266,IAH,14747,SEA,6,694,2018,9
30,4680,3978,1235,5249,NK,20416,11298,DFW,12892,LAX,6,698,2016,3
21,3906,2884,583,1740,G4,20368,10431,AVL,11618,EWR,6,694,2019,6
16,0,0,442,1644,H6,20336,10299,ANC,12807,KSM,4,405,2016,2
10,1272,942,731,915,DL,19790,11298,DFW,10397,ATL,6,698,2016,2
1,118,98,1748,215,UA,19977,12266,IAH,16257,YYC,6,612,2016,7
31,8277,6828,5016,18259,UA,19977,11915,GIG,12266,IAH,6,627,2015,5
32,5120,3648,808,3484,AA,19805,13198,MCI,11057,CLT,6,614,2019,4
1,0,0,320,86,FX,20107,13244,MEM,14730,SDF,1,110,2015,7
1,8,0,133,35,H6,20336,14805,SHH,15794,WMO,1,194,2016,9
3,465,450,1282,486,WL,20310,14838,SJO,13204,MCO,6,655,2017,12
31,4650,4164,920,3691,F9,20436,15304,TPA,14100,PHL,6,698,2015,12
7,42,4,84,291,GV,20455,15448,UGS,10245,AKN,0,35,2018,1
1,172,90,630,90,GL,20402,11973,GPT,13256,MFE,6,614,2017,12
3,888,613,6397,2229,DL,19790,11433,DTW,13744,NRT,6,627,2018,8
3,27,10,0,486,8V,20333,11630,FAI,11630,FAI,4,416,2018,11
5,240,226,88,164,PT,20427,10868,CAE,11057,CLT,4,484,2016,10
1,9,2,147,35,8E,20331,13873,OME,15478,UNK,4,406,2015,7
31,1550,1387,783,3671,OO,20304,16232,YWG,11292,DEN,6,629,2018,5
5,715,667,1216,787,WN,19393,11423,DSM,12889,LAS,6,612,2017,7
1,0,0,564,0,24Q,21646,11433,DTW,11728,FOK,6,688,2017,10
1,50,50,544,90,9E,20363,12953,LGA,11057,CLT,6,629,2019,3
12,108,64,95,471,H6,20336,10304,ANI,10551,BET,4,416,2019,4
239,43259,35496,190,8359,AA,19805,11298,DFW,10423,AUS,6,699,2016,9
82,6232,4723,685,8176,MQ,20398,11003,CID,11298,DFW,6,673,2017,6
1,76,58,411,68,YX,20452,12266,IAH,13514,MTY,6,673,2017,12
23,4025,2966,1053,3296,WN,19393,10792,BUF,15304,TPA,6,614,2019,1
1,9,0,320,93,8E,20331,13196,MCG,13873,OME,4,406,2016,12
8,1248,1151,1047,1080,G4,20368,10666,BLI,12892,LAX,6,698,2018,10
15,135,25,35,241,GV,20455,16390,BVU,10299,ANC,4,416,2018,2
1,76,66,623,198,YV,20378,16477,QRO,14683,SAT,6,638,2016,8
22,3300,2628,1685,4522,UA,19977,13252,MEX,13930,ORD,6,694,2018,11
12,72,14,63,413,H6,20336,12807,KSM,10416,AUK,0,35,2017,9
16,2288,1992,1209,2915,WN,19393,10821,BWI,11259,DAL,6,612,2018,12
5,750,655,541,428,AA,19805,12478,JFK,11057,CLT,6,694,2017,9
29,14181,8514,8165,0,EK,20392,11455,DXB,12266,IAH,8,882,2016,2
55,2750,2406,632,5551,MQ,20398,10434,AVP,13930,ORD,6,675,2019,7
29,1881,1307,590,2352,OH,20397,11278,DCA,10581,BGR,6,631,2018,10
33,0,0,490,2287,FX,20107,11423,DSM,13244,MEM,6,691,2019,9
17,85,17,10,136,HB,20439,14942,SOV,12649,KEB,0,35,2015,6
3,0,0,574,279,FX,20107,14869,SLC,10800,BUR,6,691,2015,11
1,162,122,439,74,SY,20422,10590,IFP,14831,SJC,6,614,2016,3
31,8432,6882,5271,18085,AA,19805,14107,PHX,12972,LHR,6,627,2019,5
4,496,447,1721,812,AS,19930,14747,SEA,13930,ORD,6,612,2016,6
22,1100,544,523,1813,OH,20397,14100,PHL,10868,CAE,6,629,2016,4
12,0,0,1214,2158,FX,20107,10194,AFW,10800,BUR,6,691,2017,1
13,3757,3451,4436,0,AY,19538,12101,HEL,13930,ORD,6,696,2015,7
2,60,17,133,168,1AQ,21477,12390,ISO,13931,ORF,6,674,2015,7
4,728,676,1090,580,NK,20416,10423,AUS,12889,LAS,6,722,2019,11
31,2476,1793,897,3747,YX,20452,11423,DSM,11278,DCA,6,673,2016,10
1,145,145,540,73,NK,20416,11697,FLL,13180,MBJ,6,698,2016,8
2,38,11,180,91,H6,20336,14125,PIZ,10754,BRW,4,405,2019,4
13,845,713,631,1097,OO,20304,11298,DFW,10693,BNA,6,631,2019,9
1,50,50,870,164,EV,20366,11423,DSM,14683,SAT,6,675,2015,12
9,1494,1254,604,870,G4,20368,11109,COS,12889,LAS,6,655,2018,3
1,175,150,758,101,WN,19393,13204,MCO,12264,IAD,6,614,2019,8
1,143,121,563,94,WN,19393,10397,ATL,14783,SGF,6,619,2016,7
28,4480,2907,1307,4616,DL,19790,11874,GDL,12892,LAX,6,614,2015,6
12,1716,1165,516,1013,WN,19393,10821,BWI,12339,IND,6,619,2017,3
23,1150,787,143,1023,C5,20445,10257,ALB,11618,EWR,4,484,2017,4
61,3050,2536,112,1792,MQ,20398,11731,FPO,13303,MIA,6,675,2019,5
6,18,5,38,236,K2,21820,10551,BET,15257,TLT,0,36,2018,6
1,70,64,108,34,G7,20500,13485,MSN,13930,ORD,6,631,2018,3
68,5168,4464,762,7298,YX,20452,13244,MEM,11278,DCA,6,673,2018,6
281,42150,36305,944,35761,B6,20409,13204,MCO,12478,JFK,6,694,2015,4
22,198,77,21,355,H6,20336,15554,VAK,14718,SCM,4,416,2019,4
4,760,536,1384,0,TS,19961,11697,FLL,16217,YUL,6,699,2019,6
26,1820,922,581,1999,OO,20304,14107,PHX,13158,MAF,6,631,2016,10
120,17160,14125,484,9177,WN,19393,10397,ATL,15016,STL,6,612,2018,10
2,100,99,550,194,EV,20366,10434,AVP,14696,SBN,6,675,2016,9
29,2204,1726,508,2733,QX,19687,14679,SAN,15023,STS,4,482,2015,12
9,0,0,40,137,EM,20263,11711,FMN,11413,DRO,4,416,2017,12
5,40,31,541,756,04Q,21080,12197,HPN,16856,VJI,4,479,2019,10
5,750,654,819,562,UA,19977,11292,DEN,13891,ONT,6,694,2018,10
55,9845,7183,787,5391,UA,19977,12266,IAH,15304,TPA,6,634,2018,1
2,100,95,849,276,EV,20366,14307,PVD,13930,ORD,6,675,2017,8
2,490,433,3664,900,X9,20377,12651,KEF,13303,MIA,6,626,2017,6
13,1936,1642,501,1045,DL,19790,14492,RDU,11433,DTW,6,655,2015,6
56,8938,7945,1123,7825,DL,19790,11292,DEN,11433,DTW,6,656,2017,3
1,224,0,258,47,0JQ,21236,12889,LAS,14679,SAN,6,625,2015,4
1,157,113,1522,217,DL,19790,13487,MSP,14908,SNA,6,694,2018,11
4,36,7,21,36,GV,20455,15282,TNK,13710,NME,4,416,2015,5
58,9280,8773,581,4778,DL,19790,11697,FLL,10397,ATL,6,656,2015,8
22,5324,3279,5417,14789,UA,19977,13518,MUC,12266,IAH,6,624,2016,3
51,1695,1056,126,1909,7H,20327,10299,ANC,15579,VDZ,4,483,2019,6
64,10672,9424,713,6039,AA,19805,13303,MIA,14012,PAP,6,614,2019,5
1,137,33,787,136,WN,19393,10821,BWI,13244,MEM,6,619,2016,12
16,2728,2423,1494,0,AM,19534,11638,FAT,11874,GDL,6,614,2015,1
3,228,163,675,281,OH,20397,10781,BTR,11057,CLT,6,638,2019,5
1,0,0,147,25,NC,20108,13873,OME,15478,UNK,6,620,2015,6
11,1408,1226,236,499,UA,19977,12889,LAS,12892,LAX,6,698,2019,4
1,0,0,1519,194,AMQ,20201,16091,YIP,14886,SLW,6,635,2018,4
26,1300,954,342,1377,OO,20304,13487,MSP,14108,PIA,6,629,2016,11
1,0,0,393,63,NC,20108,15478,UNK,10299,ANC,6,619,2015,6
2,152,138,887,254,OO,20304,13487,MSP,12003,GTF,6,638,2019,8
1,7,1,156,90,GV,20455,11241,CZF,10551,BET,0,26,2015,11
1,0,0,1836,223,FX,20107,13796,OAK,13930,ORD,7,732,2017,1
5,0,0,254,248,5X,19917,14730,SDF,15016,STL,6,691,2017,4
1,143,130,1299,189,WN,19393,13487,MSP,12889,LAS,6,612,2019,9
79,5530,4605,738,8279,OO,20304,13342,MKE,12953,LGA,6,673,2018,10
4,0,0,104,85,FX,20107,11423,DSM,11003,CID,6,622,2018,7
1,267,243,56,18,UA,19977,15070,SWF,11618,EWR,6,627,2016,7
33,1122,555,230,1925,SEB,20280,14849,SKB,14843,SJU,4,456,2015,10
1,180,152,579,78,G4,20368,14685,SAV,14122,PIT,6,694,2017,10
29,4147,3835,1482,5749,WN,19393,13198,MCI,14057,PDX,6,612,2018,6
2,158,152,190,82,YV,20378,10423,AUS,11298,DFW,6,638,2015,8
40,2600,2045,764,4044,OH,20397,13485,MSN,14100,PHL,6,631,2019,10
13,2158,1425,779,1308,UA,19977,11618,EWR,10521,BDA,6,614,2017,6
9,0,0,1787,0,M3,20156,15455,UIO,13303,MIA,6,626,2016,10
31,4433,3932,1357,6106,WN,19393,12191,HOU,14908,SNA,6,612,2018,3
1,0,0,241,38,M6,20151,14843,SJU,14739,SDQ,6,626,2016,6
20,2794,1945,148,623,WN,19393,10423,AUS,12191,HOU,6,619,2015,11
9,1350,1046,612,879,UA,19977,11278,DCA,13930,ORD,6,694,2016,3
2,332,304,477,144,G4,20368,14314,PVU,10466,AZA,6,655,2015,4
52,3380,2120,435,3361,EV,20366,14588,ROW,11298,DFW,6,631,2017,4
32,4672,4217,2586,11251,AS,19930,12478,JFK,14771,SFO,6,698,2018,10
1,181,147,1197,156,AA,19805,13930,ORD,13303,MIA,6,699,2015,10
5,250,196,436,399,MQ,20398,16271,YYZ,13930,ORD,6,675,2018,3
0,0,0,783,0,DL,19790,14576,ROC,13487,MSP,8,819,2016,1
1,150,136,1293,168,B6,20409,11164,CTG,13204,MCO,6,694,2016,1
1,150,141,588,84,B6,20409,14869,SLC,13796,OAK,6,694,2018,7
1,148,136,292,49,DL,19790,14524,RIC,12953,LGA,6,655,2015,2
11,96,61,14,95,GV,20455,13710,NME,13894,OOK,4,416,2019,10
4,0,0,1506,766,WI,20195,10711,BOG,13303,MIA,7,740,2017,2
1,160,139,45,16,DL,19790,13296,MHT,10721,BOS,6,614,2019,3
1,50,31,515,83,OH,20397,14100,PHL,11996,GSP,6,629,2018,7
34,5430,4658,1546,7013,AA,19805,13180,MBJ,11298,DFW,6,614,2015,6
1,0,0,1402,171,5X,19917,11423,DSM,13891,ONT,6,622,2015,2
36,0,0,337,1819,FX,20107,13796,OAK,12892,LAX,6,626,2019,8
9,1701,615,514,650,SY,20422,11973,GPT,10423,AUS,6,614,2019,8
2,100,87,289,157,OH,20397,13296,MHT,14100,PHL,6,629,2016,12
62,9956,8208,603,4971,AA,19805,11057,CLT,15096,SYR,6,614,2019,10
1,76,0,577,80,OO,20304,12892,LAX,10157,ACV,6,673,2016,9
1,169,140,1210,162,UA,19977,14683,SAT,12892,LAX,6,622,2016,11
28,3528,3114,288,1472,UA,19977,12264,IAD,11042,CLE,6,612,2019,3
24,3216,2729,1105,0,WS,20229,14908,SNA,16229,YVR,6,612,2019,1
1,143,63,1155,155,WN,19393,13198,MCI,14635,RSW,6,612,2016,8
1,3,2,158,92,22Q,21636,14897,SMN,10713,BOI,0,36,2019,10
106,1060,803,73,4240,KAH,20272,13002,LKE,16233,YWH,0,42,2019,10
30,1500,1227,838,0,ZX,20293,13198,MCI,16271,YYZ,6,628,2015,5
16,2208,1739,666,1413,F9,20436,10397,ATL,14100,PHL,6,698,2015,3
1,8,5,729,119,27Q,21652,14831,SJC,12441,JAC,6,515,2018,2
26,3718,2954,655,2603,WN,19393,15304,TPA,13244,MEM,6,612,2015,4
63,4410,3176,748,6917,OO,20304,12892,LAX,11603,EUG,6,631,2018,1
1,126,119,516,102,UA,19977,10397,ATL,13931,ORF,6,612,2019,7
1,6,1,42,28,2O,20443,10056,A43,15091,SYB,0,40,2019,3
1,137,136,228,44,WN,19393,11433,DTW,13232,MDW,6,619,2016,2
33,4719,4075,1154,5314,WN,19393,11066,CMH,11292,DEN,6,612,2018,8
70,10010,8845,1199,9969,WN,19393,11292,DEN,10397,ATL,6,612,2015,12
52,6656,5184,511,3916,AA,19805,13244,MEM,11057,CLT,6,698,2016,7
0,0,0,630,0,DL,19790,14057,PDX,14869,SLC,6,627,2016,3
2,88,18,1061,307,MQ,20398,14492,RDU,11298,DFW,6,676,2018,5
7,42,12,43,169,GV,20455,11336,DLG,12653,KEK,0,35,2016,8
3,228,197,500,220,9E,20363,12323,ILM,12953,LGA,6,638,2018,7
6,6,1,60,183,7S,20330,10304,ANI,14627,RSH,0,35,2018,7
8,952,867,1009,989,UA,19977,14107,PHX,12266,IAH,6,612,2017,2
18,3204,2580,407,1140,NK,20416,12889,LAS,13796,OAK,6,694,2015,2
3,228,206,783,293,OO,20304,13930,ORD,10529,BDL,6,673,2016,1
1,129,122,888,113,SY,20422,12884,LAN,11973,GPT,6,612,2018,5
47,2350,2140,286,2387,ZW,20046,13930,ORD,14730,SDF,6,629,2018,6
1,50,48,224,0,QK,20206,16149,YOW,10792,BUF,6,629,2015,2
37,1850,1592,73,653,AX,20237,11292,DEN,11109,COS,6,675,2017,7
2,144,0,680,207,DL,19790,13487,MSP,11292,DEN,6,622,2018,2
7,259,172,647,646,EV,20366,11187,CUU,12266,IAH,6,674,2015,1
48,2400,1699,139,1571,EV,20366,13367,MLI,13930,ORD,6,675,2015,9
31,4960,4366,2724,9311,AA,19805,14747,SEA,13303,MIA,6,614,2017,12
2,0,0,143,82,5V,20408,11833,FYU,11630,FAI,2,218,2016,6
31,6530,4939,3826,12976,AA,19805,13930,ORD,13165,MAN,6,626,2015,5
1,160,140,464,134,DL,19790,10821,BWI,15412,TYS,6,656,2015,4
8,2327,2188,4502,3796,DL,19790,12173,HNL,10397,ATL,6,627,2018,5
2,158,85,160,103,YV,20378,16218,YUM,14107,PHX,6,638,2019,2
27,1890,1494,73,513,YX,20452,11292,DEN,11109,COS,6,677,2018,7
29,5309,4366,3622,0,FI,19546,14747,SEA,12651,KEF,6,622,2016,2
60,6000,5169,634,5230,B6,20409,12451,JAX,11278,DCA,6,678,2015,6
1,126,27,1227,177,SY,20422,11637,FAR,10590,IFP,6,612,2016,6
35,4480,4195,416,2366,UA,19977,13871,OMA,13930,ORD,6,698,2018,6
181,36200,30637,1069,27725,B6,20409,12478,JFK,11697,FLL,6,699,2018,5
1,14,2,4135,0,0QQ,21308,14250,PSA,15167,TEB,7,775,2019,4
7,532,377,300,387,OO,20304,14457,RAP,11292,DEN,6,673,2018,10
16,3680,3508,4388,0,NZ,19933,12173,HNL,10244,AKL,6,626,2015,10
1,8,5,868,111,0WQ,21352,10800,BUR,10779,BTM,6,651,2015,9
4,280,276,1012,587,S5,20448,15304,TPA,13930,ORD,6,677,2016,2
1,1,0,5,5,7S,20330,14895,SMK,15721,WBB,0,35,2017,8
2,140,67,201,95,EV,20366,12951,LFT,12266,IAH,6,673,2019,7
1,168,167,601,84,SY,20422,10643,BKG,15323,TRI,6,614,2018,8
1,9,5,33,21,GV,20455,15887,WWT,13710,NME,4,416,2017,10
2,12,1,23,20,K2,21820,15257,TLT,12709,KKI,0,35,2019,4
2,140,83,958,267,G7,20500,11193,CVG,10423,AUS,6,631,2019,6
2,314,187,733,243,DL,19790,12953,LGA,13930,ORD,6,694,2019,9
2,18,10,173,116,8V,20333,11007,CIK,11630,FAI,4,416,2019,6
5,150,53,296,377,ZK,20358,11292,DEN,14534,RIW,4,461,2015,3
1,180,105,1020,148,DL,19790,12953,LGA,13487,MSP,6,888,2019,2
1,218,0,551,66,X9,20377,11298,DFW,10615,BIF,6,625,2018,9
4,200,171,625,369,EV,20366,11433,DTW,10599,BHM,6,629,2015,5
1,30,29,491,96,1AQ,21477,10155,ACT,11973,GPT,6,674,2016,5
1,0,0,4382,521,FX,20107,15018,STN,13244,MEM,7,740,2017,7
1,0,0,62,21,7S,20330,11833,FYU,15725,WBQ,4,412,2019,7
90,810,550,145,6210,9K,20253,10257,ALB,10721,BOS,1,125,2015,9
52,9828,9540,235,3862,EE,21650,12073,HAV,13303,MIA,6,614,2017,7
27,6804,5489,3478,0,AV,19537,12892,LAX,10711,BOG,6,696,2018,10
5,0,0,430,330,8C,19874,11193,CVG,10821,BWI,6,626,2018,7
60,10740,9487,800,6428,UA,19977,14771,SFO,16229,YVR,6,888,2018,6
3,468,385,535,228,G4,20368,15323,TRI,14761,SFB,6,698,2018,7
24,3432,3355,1497,4441,WN,19393,13796,OAK,10423,AUS,6,612,2015,6
1,0,0,925,120,AMQ,20201,13244,MEM,14886,SLW,6,635,2017,6
38,8891,7409,1310,6951,DL,19790,13204,MCO,13487,MSP,6,623,2015,3
2,0,0,200,141,5X,19917,10721,BOS,11618,EWR,6,626,2019,6
5,380,311,334,309,CP,21167,13930,ORD,13487,MSP,6,673,2015,2
31,5236,4620,1404,5597,AA,19805,13303,MIA,16217,YUL,6,614,2019,7
9,1494,1433,1303,1549,UA,19977,12266,IAH,14679,SAN,6,614,2018,6
54,2700,2449,444,3759,OH,20397,10994,CHS,11278,DCA,6,629,2018,3
3,0,0,2226,787,WI,20195,14843,SJU,12986,LIM,8,820,2017,11
1,14,3,3480,0,15Q,21440,14321,PWM,11444,DUS,7,775,2017,7
13,0,0,5416,7248,FX,20107,12699,KIX,13796,OAK,6,683,2015,6
1,9,1,1740,234,0WQ,21352,13232,MDW,10800,BUR,6,648,2015,1
23,5637,2991,4271,0,SK,19571,13930,ORD,11118,CPH,8,873,2015,2
2,0,0,100,76,7S,20330,13710,NME,10551,BET,4,412,2019,9
2,300,132,247,89,B6,20409,11697,FLL,14924,SNU,6,694,2018,8
13,650,576,771,1231,AX,20237,11292,DEN,12992,LIT,6,675,2018,1
1,0,0,1024,135,5X,19917,11292,DEN,14730,SDF,6,622,2015,12
6,936,858,821,690,G4,20368,12917,LCK,14112,PIE,6,698,2018,9
12,3024,1747,862,1295,UA,19977,12892,LAX,11292,DEN,6,889,2016,3
1,50,40,109,25,9E,20363,14321,PWM,10581,BGR,6,629,2019,12
10,1851,1589,878,1194,G4,20368,10620,BIL,10466,AZA,6,694,2019,5
1,50,44,196,45,EV,20366,11003,CID,13930,ORD,6,675,2017,12
1,179,87,817,113,UA,19977,12451,JAX,12266,IAH,6,634,2017,5
1,213,206,1846,207,UA,19977,14771,SFO,13930,ORD,6,623,2016,1
1,12,1,1105,168,27Q,21652,15167,TEB,10329,APF,6,688,2019,3
94,6570,5969,1195,14580,OO,20304,14869,SLC,12266,IAH,6,631,2016,5
1,4,0,130,65,8V,20333,11630,FAI,12370,IRC,0,35,2018,7
30,6991,5333,6971,23070,AA,19805,14066,PEK,11298,DFW,6,887,2019,5
19,5658,4885,2673,0,AC,19531,16229,YVR,13830,OGG,6,889,2019,3
1,0,0,230,36,ABX,20453,10693,BNA,11193,CVG,6,625,2019,7
0,0,0,1473,0,DL,19790,11433,DTW,11032,CUN,6,622,2015,12
1,0,0,1283,0,ADB,20110,10821,BWI,16178,YQX,8,880,2018,7
122,19520,17159,1188,18996,AA,19805,11298,DFW,13891,ONT,6,614,2018,6
27,4266,3369,589,2250,UA,19977,13930,ORD,12264,IAD,6,614,2015,6
1,13,0,1018,120,27Q,21652,10372,ASE,15447,UGN,6,688,2018,3
5,380,225,489,440,OO,20304,14193,PNS,12266,IAH,6,673,2019,11
5,830,675,1971,1195,UA,19977,16229,YVR,12266,IAH,6,614,2019,6
83,6308,3090,112,2631,YX,20452,11731,FPO,13303,MIA,6,673,2015,12
29,4470,3144,726,3143,DL,19790,14122,PIT,13487,MSP,6,694,2016,7
2,0,0,781,239,5X,19917,11618,EWR,14512,RFD,6,626,2017,2
150,11679,9141,328,8618,YV,20378,12278,ICT,11298,DFW,6,638,2016,3
1,0,0,1081,135,5V,20408,13061,LRD,14730,SDF,6,655,2017,8
2,18,9,268,203,8V,20333,11630,FAI,11844,GAL,4,416,2015,10
56,2800,2211,513,5335,EV,20366,14783,SGF,12266,IAH,6,675,2018,11
1,9,0,10,7,7S,20330,11550,EMK,10416,AUK,4,416,2015,12
6,420,381,429,402,EV,20366,12266,IAH,15370,TUL,6,673,2019,12
1,60,33,1843,250,AMQ,20201,12191,HOU,14057,PDX,6,620,2018,7
4,200,165,119,120,OH,20397,14100,PHL,11278,DCA,6,629,2015,6
26,4550,4228,2075,6309,WN,19393,14107,PHX,14100,PHL,6,614,2018,5
1,0,0,174,72,FX,20107,13244,MEM,11282,DCU,4,416,2018,12
2,332,285,653,162,G4,20368,13244,MEM,14112,PIE,6,655,2016,11
2,320,250,669,213,DL,19790,13342,MKE,10397,ATL,6,694,2017,2
1,224,193,1590,198,DL,19790,10397,ATL,14869,SLC,6,626,2018,8
91,14560,12886,867,11607,DL,19790,12889,LAS,14747,SEA,6,614,2019,5
17,2550,2359,1608,3213,UA,19977,14831,SJC,12266,IAH,6,694,2015,11
1,0,0,1098,132,GFQ,20166,11540,ELP,15153,TCL,7,715,2018,7
1,122,89,547,105,WN,19393,11278,DCA,10397,ATL,6,616,2015,1
1,0,0,2402,0,L7,21376,13303,MIA,13166,MAO,6,626,2015,7
1,0,0,495,85,5X,19917,10821,BWI,14730,SDF,6,691,2017,11
4,600,335,1034,562,UA,19977,11618,EWR,14986,SRQ,6,694,2015,5
57,2850,2163,561,4767,MQ,20398,11298,DFW,11980,GRI,6,675,2015,1
21,4447,3746,3354,7839,UA,19977,11618,EWR,13165,MAN,6,626,2019,5
51,7650,6145,1072,6909,B6,20409,13204,MCO,14307,PVD,6,694,2015,9
57,2850,2096,313,2772,OO,20304,11292,DEN,11865,GCC,6,629,2015,8
1,143,136,1606,222,WN,19393,12191,HOU,13296,MHT,6,612,2017,9
1,16,8,158,0,1UQ,21590,12197,HPN,10540,BED,6,750,2016,6
1,0,0,84,18,NC,20108,13830,OGG,12758,KOA,6,617,2018,6
1,4,1,64,30,J5,20337,11545,ELV,12523,JNU,0,35,2015,6
4,616,501,2021,1011,UA,19977,11618,EWR,15513,UVF,6,614,2015,2
19,3420,3016,519,1350,G4,20368,14112,PIE,10431,AVL,6,694,2017,11
4,595,460,1247,671,DL,19790,11193,CVG,11032,CUN,6,655,2016,4
65,4940,4182,604,6604,OO,20304,14730,SDF,13487,MSP,6,638,2018,11
1,156,145,1188,166,G4,20368,14112,PIE,13871,OMA,6,698,2017,5
111,22089,20049,406,7282,DL,19790,15304,TPA,10397,ATL,6,622,2018,8
12,1536,1494,1440,2285,UA,19977,13930,ORD,14107,PHX,6,698,2015,9
4,24,4,71,155,K2,21820,10551,BET,12853,KWN,0,35,2017,11
30,7260,6265,3867,14434,UA,19977,10292,AMS,12264,IAD,6,624,2017,9
5,640,299,748,522,AA,19805,12892,LAX,11503,EGE,6,698,2016,7
5,0,0,160,158,AS,19930,10299,ANC,10926,CDV,6,612,2018,6
9,1431,953,224,375,AS,19930,11884,GEG,14747,SEA,6,614,2019,9
1,8,4,302,98,8V,20333,11630,FAI,13768,NUL,1,194,2016,12
41,6557,6084,1142,6427,DL,19790,13487,MSP,10713,BOI,6,614,2019,6
1,291,208,760,105,DL,19790,12478,JFK,10397,ATL,6,627,2015,10
61,3050,2407,216,2502,EV,20366,12266,IAH,11259,DAL,6,675,2015,1
8,560,315,335,528,OO,20304,12953,LGA,14122,PIT,6,673,2019,1
10,2424,1820,3265,4036,DL,19790,12972,LHR,10721,BOS,6,624,2019,11
68,10196,6839,588,5740,DL,19790,13796,OAK,14869,SLC,6,694,2015,1
1,140,125,761,89,AA,19805,11298,DFW,12339,IND,6,655,2015,12
10,90,48,73,260,H6,20336,11941,GLV,13873,OME,4,416,2015,10
8,1272,1064,2384,2744,AS,19930,14831,SJC,12758,KOA,6,614,2019,2
16,0,0,2555,4587,FX,20107,13796,OAK,11618,EWR,6,626,2016,2
52,11856,9930,854,6272,NK,20416,13204,MCO,12266,IAH,6,699,2018,9
57,8550,7421,740,5717,B6,20409,13930,ORD,12478,JFK,6,694,2017,10
1,143,141,277,151,WN,19393,12191,HOU,12206,HRL,6,612,2018,7
1,126,64,1016,138,SY,20422,10590,IFP,11298,DFW,6,612,2017,5
1,143,139,1538,279,WN,19393,11032,CUN,10140,ABQ,6,612,2017,8
2,0,0,253,136,7S,20330,10299,ANC,10170,ADQ,4,459,2019,3
