departures_performed,seats,passengers,distance,air_time,unique_carrier,airline_id,origin_airport_id,origin,dest_airport_id,dest,aircraft_group,aircraft_type,year,month
102,16218,12537,859,13210,AS,19930,14908,SNA,14057,PDX,6,614,2018,2
9,684,597,557,927,OO,20304,11292,DEN,15041,SUN,6,673,2018,12
7,42,2,77,292,H6,20336,10304,ANI,10313,ANV,0,35,2018,12
23,4025,3862,1342,3857,WN,19393,10423,AUS,10821,BWI,6,614,2016,6
26,1820,1524,612,2620,G7,20500,10721,BOS,14492,RDU,6,631,2019,2
4,600,491,1239,655,AA,19805,11057,CLT,14207,POP,6,694,2019,10
1,318,279,5976,677,UA,19977,15258,TLV,11042,CLE,6,837,2019,7
6,0,0,2608,1759,WI,20195,13303,MIA,12986,LIM,8,820,2016,8
1,76,73,74,23,YX,20452,11049,CLL,12266,IAH,6,673,2019,12
16,0,0,747,1775,FX,20107,10397,ATL,10194,AFW,6,622,2017,4
23,0,0,2409,6230,FX,20107,12173,HNL,13796,OAK,7,740,2017,9
5,750,546,1701,1083,B6,20409,11868,GCM,10721,BOS,6,694,2015,1
1,0,0,362,56,5X,19917,13796,OAK,13891,ONT,6,626,2019,5
1,262,112,4977,0,SK,19571,13303,MIA,10357,ARN,6,696,2017,10
7,350,193,363,426,1AQ,21477,15497,UST,11057,CLT,6,675,2017,11
1,0,0,1140,131,5X,19917,13891,ONT,13851,OKC,6,691,2016,2
17,0,0,570,1437,FX,20107,11995,GSO,13244,MEM,6,692,2015,6
3,525,455,1671,716,WN,19393,10529,BDL,11292,DEN,6,614,2019,1
61,9150,8226,1506,0,AV,19537,10711,BOG,13303,MIA,6,694,2018,3
1,150,133,259,43,DL,19790,10397,ATL,10994,CHS,6,694,2016,1
1,50,11,82,25,1AQ,21477,14656,RWI,11641,FAY,6,675,2015,11
5,177,148,318,441,PT,20427,10257,ALB,11278,DCA,4,483,2015,10
1,9,0,28,14,7S,20330,12831,KUK,14130,PKA,4,416,2015,10
62,3100,2323,133,1903,ZW,20046,14711,SCE,12264,IAD,6,629,2018,12
11,484,431,327,642,MQ,20398,12511,JLN,11298,DFW,6,676,2017,2
8,0,0,606,0,KE,19550,13930,ORD,10397,ATL,8,821,2016,7
25,3100,1734,363,1608,US,20355,14100,PHL,11042,CLE,6,698,2015,3
17,578,272,291,918,SEB,20280,14843,SJU,10312,ANU,4,456,2016,2
28,4478,4074,1448,5280,DL,19790,10299,ANC,14747,SEA,6,614,2019,3
2,2,0,112,99,7S,20330,10551,BET,13894,OOK,0,35,2019,12
22,5192,3722,3945,0,LX,20233,16321,ZRH,11618,EWR,6,696,2015,1
9,2763,1319,1771,0,CA,19543,14286,PTY,12266,IAH,6,637,2018,7
129,9804,7210,222,5998,QX,19687,14057,PDX,13264,MFR,4,482,2017,1
1,291,170,1040,136,AA,19805,11057,CLT,11032,CUN,6,687,2019,7
18,0,0,531,1798,FX,20107,11032,CUN,13303,MIA,1,110,2016,11
34,5950,5631,973,4404,WN,19393,13204,MCO,11259,DAL,6,614,2016,9
4,0,0,960,486,5X,19917,11775,FSD,16257,YYC,6,691,2017,9
30,4980,4623,2521,8623,UA,19977,14771,SFO,14100,PHL,6,614,2018,7
10,500,446,368,646,AX,20237,12264,IAD,11267,DAY,6,675,2015,6
52,3952,2771,166,1702,G7,20500,11433,DTW,11267,DAY,6,638,2019,4
3,354,186,1050,418,UA,19977,13930,ORD,14986,SRQ,6,612,2015,6
30,4290,3686,439,1899,WN,19393,10693,BNA,10994,CHS,6,612,2015,9
11,759,564,545,798,OO,20304,12278,ICT,13487,MSP,6,631,2018,2
17,0,0,431,1003,FX,20107,13244,MEM,11298,DFW,6,626,2017,9
1,178,138,2640,319,AS,19930,13830,OGG,14747,SEA,6,888,2018,5
114,15960,14852,731,13522,AA,19805,10397,ATL,11298,DFW,6,655,2016,3
6,0,0,1854,1260,FX,20107,14057,PDX,13244,MEM,7,732,2017,6
23,1748,1379,717,2379,YX,20452,13930,ORD,13931,ORF,6,673,2018,9
1,168,94,231,57,XP,20207,10257,ALB,10158,ACY,6,617,2017,7
2,26,12,2449,681,0WQ,21352,15167,TEB,10800,BUR,6,641,2018,3
6,456,187,308,296,YV,20378,12266,IAH,10747,BRO,6,673,2018,1
1,70,53,604,82,OO,20304,11292,DEN,13433,MOT,6,631,2016,3
31,4650,4026,1133,4592,B6,20409,14027,PBI,10529,BDL,6,694,2016,7
1,0,0,1468,227,U7,20447,16091,YIP,13829,OGD,6,655,2018,3
27,4050,3475,1522,0,AV,19537,11697,FLL,10711,BOG,6,694,2019,9
31,2356,1856,558,2561,OO,20304,14869,SLC,13891,ONT,6,638,2018,5
2,360,321,1448,355,DL,19790,14747,SEA,10299,ANC,6,888,2018,5
1,154,0,304,68,GL,20402,12264,IAD,12544,USA,6,617,2017,9
1,129,85,2021,241,SY,20422,13487,MSP,13180,MBJ,6,612,2018,12
2,18,0,183,117,8E,20331,13970,OTZ,13873,OME,1,194,2017,11
1,163,0,672,101,AS,19930,14747,SEA,13796,OAK,6,614,2016,10
3,498,309,276,156,G4,20368,10466,AZA,12889,LAS,6,655,2017,2
5,0,0,67,140,7S,20330,10551,BET,12708,KKH,4,412,2017,3
56,8008,6072,786,5702,WN,19393,14683,SAT,15016,STL,6,612,2016,1
147,29400,20777,2704,53562,B6,20409,10721,BOS,14771,SFO,6,699,2018,5
22,4708,2348,3861,8923,UA,19977,12264,IAD,10920,CDG,6,626,2016,2
2,38,18,197,109,H6,20336,13873,OME,11845,GAM,4,405,2015,10
1,50,41,490,129,AX,20237,11986,GRR,13230,MDT,6,675,2016,7
1,6,0,84,47,H6,20336,12855,KWT,10304,ANI,0,35,2017,7
5,709,680,1009,663,WN,19393,14057,PDX,14107,PHX,6,619,2017,1
1,150,145,966,122,XP,20207,13851,OKC,11563,ENV,6,617,2016,7
2,140,118,1136,260,YV,20378,13851,OKC,12264,IAD,6,631,2018,11
228,25078,17367,184,8662,DL,19790,12953,LGA,10721,BOS,6,608,2015,10
1,163,25,199,39,AS,19930,15991,YAK,12523,JNU,6,614,2015,1
21,0,0,727,1921,5X,19917,14730,SDF,15304,TPA,6,691,2019,7
31,5580,4936,823,3325,NK,20416,12898,LBE,13204,MCO,6,694,2018,7
26,4550,4237,1892,6214,WN,19393,10397,ATL,14679,SAN,6,614,2017,6
29,1450,1385,420,1736,OO,20304,11292,DEN,12278,ICT,6,629,2015,10
7,868,622,678,624,AA,19805,13930,ORD,14100,PHL,6,698,2015,12
1,252,231,5324,721,UA,19977,14771,SFO,13694,NGO,6,889,2019,6
1,156,139,231,48,G4,20368,12889,LAS,12954,LGB,6,698,2017,12
5,250,193,177,202,AX,20237,12339,IND,13930,ORD,6,675,2017,4
1,150,150,1814,229,UA,19977,14122,PIT,14107,PHX,6,694,2019,12
2,8,4,181,120,Q5,20342,15236,TKJ,11630,FAI,1,194,2018,1
17,0,0,828,1964,5X,19917,14512,RFD,11292,DEN,6,691,2017,12
3,150,138,594,236,EV,20366,13930,ORD,13230,MDT,6,675,2019,3
25,0,0,250,2239,FX,20107,13871,OMA,12899,LBF,4,416,2016,6
1,50,21,371,92,ZW,20046,11057,CLT,14704,SBY,6,629,2015,6
31,279,82,68,775,AAT,19650,14843,SJU,15024,STT,1,125,2017,3
7,1225,1020,448,504,WN,19393,15016,STL,13487,MSP,6,614,2017,3
28,2128,1795,1085,3800,YV,20378,12266,IAH,10874,CAK,6,673,2019,4
1,10,2,2556,0,0CQ,21196,12173,HNL,12892,LAX,6,682,2015,4
23,0,0,159,1346,FX,20107,10918,CDC,12889,LAS,4,416,2016,8
3,0,0,719,312,FX,20107,11618,EWR,13930,ORD,6,622,2016,12
5,875,824,1592,934,WN,19393,12892,LAX,15016,STL,6,614,2017,10
1,160,155,588,85,DL,19790,13796,OAK,14869,SLC,6,614,2015,11
59,4483,4121,994,8663,9E,20363,16217,YUL,10397,ATL,6,638,2018,1
46,2288,1161,265,2126,ZW,20046,15096,SYR,10721,BOS,6,629,2015,6
1,9,3,32,13,H6,20336,15785,WLK,13942,ORV,4,416,2016,2
1,9,0,444,155,H6,20336,11630,FAI,15721,WBB,4,416,2015,7
1,0,0,1666,220,FX,20107,13244,MEM,11638,FAT,6,622,2019,3
42,2940,2722,416,2756,G7,20500,13930,ORD,13871,OMA,6,631,2018,3
3,150,140,823,405,OO,20304,10800,BUR,11109,COS,6,629,2018,6
6,54,0,399,867,GV,20455,10299,ANC,10551,BET,4,416,2015,10
77,7700,6202,273,4377,B6,20409,14321,PWM,12478,JFK,6,678,2018,11
98,15679,14060,447,6479,DL,19790,10397,ATL,11066,CMH,6,614,2019,7
8,1230,1029,534,620,DL,19790,10397,ATL,12264,IAD,6,694,2016,9
14,2982,2684,2218,4147,UA,19977,13204,MCO,12892,LAX,6,623,2015,12
1,9,5,58,25,5V,20408,10184,AET,12235,HUS,4,479,2019,7
14,126,41,52,264,4W,20323,15061,SVS,15725,WBQ,1,194,2016,10
13,0,0,1814,2916,FX,20107,12339,IND,12892,LAX,7,730,2017,6
2,100,86,606,186,OO,20304,13930,ORD,10397,ATL,6,629,2016,8
35,1750,1561,685,3530,MQ,20398,11003,CID,11298,DFW,6,675,2015,7
28,4480,3206,1781,6796,AA,19805,13930,ORD,14893,SMF,6,614,2016,6
51,3876,3261,1019,7237,OO,20304,11292,DEN,16042,YEG,6,673,2019,6
1,6,0,43,24,2O,20443,12854,KWP,10056,A43,0,40,2017,2
3,27,21,43,46,8E,20331,15861,WTK,12844,KVL,4,415,2018,5
1,76,26,426,75,9E,20363,10469,AZO,13487,MSP,6,638,2016,9
7,1050,921,1956,1506,UA,19977,14107,PHX,12264,IAD,6,694,2015,12
6,0,0,269,342,L2,20169,14709,SCC,10225,AIN,5,556,2019,1
10,1280,1257,802,1114,UA,19977,11298,DFW,13930,ORD,6,698,2015,7
62,18982,17196,3180,0,EI,19623,12478,JFK,11435,DUB,6,696,2019,10
2,358,237,1721,415,UA,19977,13930,ORD,13180,MBJ,6,634,2015,1
1,50,0,403,61,MQ,20398,13198,MCI,13930,ORD,6,675,2015,5
24,3168,1939,626,2268,DL,19790,11066,CMH,13487,MSP,6,698,2017,4
3,18,1,56,87,4Y,20324,12779,KPN,13894,OOK,0,35,2016,3
63,567,202,86,2231,H6,20336,10754,BRW,10225,AIN,4,416,2017,8
1,0,0,563,87,WI,20195,10868,CAE,13303,MIA,8,820,2018,12
28,7504,5713,5012,0,KL,19551,12266,IAH,10292,AMS,8,819,2018,1
9,1290,1125,1772,0,Y4,21351,13796,OAK,13370,MLM,6,698,2015,9
1,0,0,133,31,FX,20107,15096,SYR,10792,BUF,6,622,2017,2
39,6825,6146,1044,5095,WN,19393,14107,PHX,13198,MCI,6,614,2019,7
1,179,175,1892,228,DL,19790,10397,ATL,14679,SAN,6,888,2018,7
118,18880,16385,1431,19632,AA,19805,14893,SMF,11298,DFW,6,614,2017,1
2,0,0,297,211,FX,20107,12339,IND,15412,TYS,4,416,2016,2
1,199,156,590,82,DL,19790,12892,LAX,14869,SLC,6,622,2018,12
29,0,0,2482,8346,ABX,20453,13891,ONT,10529,BDL,6,625,2019,7
3,210,191,1208,456,YX,20452,12266,IAH,11278,DCA,6,677,2017,3
49,6172,5773,626,4237,DL,19790,14679,SAN,14869,SLC,6,698,2015,5
2,286,278,764,216,WN,19393,12953,LGA,10693,BNA,6,619,2016,7
202,30091,26697,214,8247,DL,19790,10693,BNA,10397,ATL,6,655,2019,2
30,2280,2103,1519,6372,QX,19687,13851,OKC,14747,SEA,6,673,2018,5
1,9,0,16,5,V8,20346,13715,NNL,12321,ILI,4,479,2018,6
4,0,0,3801,1821,5X,19917,12173,HNL,12016,GUM,8,819,2015,3
17,0,0,560,1280,FX,20107,13244,MEM,13485,MSN,6,691,2018,11
1,242,159,404,63,UA,19977,11618,EWR,11042,CLE,6,624,2017,10
30,2280,2059,955,4063,OO,20304,11423,DSM,14869,SLC,6,638,2019,7
13,78,20,13,114,H6,20336,13434,MOU,12807,KSM,0,35,2015,12
3,0,0,320,147,5X,19917,14730,SDF,13244,MEM,6,622,2015,7
1,0,0,1271,178,M6,20151,14849,SKB,13303,MIA,6,626,2018,3
1,5,0,41,24,J5,20337,12523,JNU,11997,GST,0,79,2015,6
5,0,0,390,236,5X,19917,14730,SDF,10868,CAE,7,740,2016,12
5,930,540,978,619,F9,20436,11292,DEN,12951,LFT,6,722,2019,2
1,168,145,274,51,XP,20207,10158,ACY,10721,BOS,6,617,2018,1
1,56,49,395,90,1EQ,21518,10693,BNA,13232,MDW,6,616,2018,2
61,14945,13735,6427,40137,AA,19805,13744,NRT,11298,DFW,6,627,2015,3
1,150,80,1049,143,09Q,21161,10529,BDL,13244,MEM,6,617,2016,3
1,162,103,167,35,SY,20422,11140,CRP,10423,AUS,6,614,2015,5
1,173,0,999,140,GL,20402,13303,MIA,12898,LBE,6,614,2017,5
2,0,0,925,253,5Y,20007,13930,ORD,12266,IAH,8,819,2016,3
4,8,2,73,160,KAH,20272,16233,YWH,13002,LKE,0,30,2015,2
18,162,63,183,1087,8E,20331,13873,OME,13970,OTZ,4,415,2016,8
3,30,0,10,30,K3,20383,12633,KCC,15885,WWP,0,42,2019,3
42,2846,2120,1107,6758,OO,20304,14107,PHX,14747,SEA,6,631,2017,2
2,18,4,19,17,GV,20455,12755,KNW,12671,KGK,4,416,2017,7
3,17,0,95,136,GV,20455,11227,CYF,10551,BET,0,35,2018,7
18,2304,1903,760,2073,UA,19977,10994,CHS,13930,ORD,6,698,2019,8
29,2204,1987,781,3246,YV,20378,13871,OMA,12266,IAH,6,673,2018,6
1,166,68,1045,126,G4,20368,13198,MCI,14112,PIE,6,655,2017,1
1,154,0,457,70,GL,20402,12348,INT,16091,YIP,6,617,2016,8
75,3750,2969,522,6161,EV,20366,13930,ORD,15919,XNA,6,675,2016,5
34,1156,610,136,1235,3M,20401,14635,RSW,11624,EYW,4,456,2015,11
4,0,0,224,164,FX,20107,12266,IAH,11298,DFW,7,732,2015,2
31,6579,5756,4999,18390,DL,19790,11625,EZE,10397,ATL,6,626,2015,5
1,189,118,517,76,SY,20422,12228,HUF,15048,SUX,6,614,2019,10
4,0,0,224,153,5X,19917,14783,SGF,12278,ICT,6,691,2018,12
24,1560,1303,254,1130,EV,20366,12953,LGA,14576,ROC,6,631,2016,2
1,160,0,1045,132,DL,19790,14843,SJU,13303,MIA,6,614,2015,10
1,60,0,2156,296,AMQ,20201,14843,SJU,10171,ADS,6,620,2019,1
7,42,15,8,61,H6,20336,12831,KUK,10405,ATT,0,35,2016,3
13,1638,1569,678,1146,UA,19977,13930,ORD,14100,PHL,6,612,2018,6
3,525,500,675,298,WN,19393,14100,PHL,10693,BNA,6,838,2019,2
1,228,129,986,139,NK,20416,11433,DTW,11298,DFW,6,699,2018,4
3,216,44,680,290,DL,19790,13487,MSP,11292,DEN,6,622,2018,11
60,3000,2496,436,4179,OO,20304,13486,MSO,14869,SLC,6,629,2018,3
9,1674,1517,753,924,G4,20368,11042,CLE,12451,JAX,6,694,2019,7
1,9,0,42,14,GV,20455,10551,BET,15862,WTL,4,416,2017,1
29,4640,4041,1330,4848,AA,19805,13303,MIA,10312,ANU,6,614,2015,8
1,70,63,541,82,OO,20304,14869,SLC,14262,PSP,6,673,2019,8
1,13,1,3449,384,27Q,21652,15167,TEB,13094,LTN,6,658,2019,7
24,0,0,288,1223,5V,20408,10299,ANC,10245,AKN,6,640,2015,7
9,1593,1240,1573,1722,G4,20368,11898,GFK,14761,SFB,6,694,2016,1
8,1432,958,1616,1811,AS,19930,11298,DFW,14057,PDX,6,634,2017,3
12,1536,1388,2254,3671,UA,19977,14122,PIT,14771,SFO,6,698,2017,3
1,37,24,0,0,7H,20327,12184,HOM,12184,HOM,4,483,2019,11
8,1008,838,746,826,DL,19790,10397,ATL,11618,EWR,6,698,2015,7
102,5100,2557,335,6419,ZW,20046,12953,LGA,14122,PIT,6,629,2015,1
4,0,0,103,182,EM,20263,14489,RDM,11603,EUG,4,416,2018,1
1,6,5,13,5,H6,20336,14130,PKA,12855,KWT,0,35,2017,5
76,13592,10511,2556,23898,UA,19977,12892,LAX,12173,HNL,6,634,2017,8
9,1602,1526,1739,2139,AS,19930,13930,ORD,14057,PDX,6,634,2019,12
111,5550,3869,522,8674,G7,20500,15919,XNA,13930,ORD,6,530,2019,12
2,18,6,14,17,H6,20336,13894,OOK,13710,NME,4,416,2019,3
6,300,254,296,360,OH,20397,14576,ROC,11278,DCA,6,629,2017,11
10,700,682,403,651,OO,20304,13930,ORD,13198,MCI,6,631,2015,12
12,600,481,153,392,PT,20427,14100,PHL,14711,SCE,6,603,2016,7
29,4524,3817,1034,3913,NK,20416,13487,MSP,12266,IAH,6,698,2015,8
27,0,0,2603,8929,5X,19917,13891,ONT,12173,HNL,7,740,2018,3
10,700,598,296,532,YV,20378,15096,SYR,12264,IAD,6,631,2016,3
23,4186,2821,2846,8348,UA,19977,13930,ORD,10299,ANC,6,622,2015,9
28,2170,1607,1009,3827,YV,20378,12266,IAH,14107,PHX,6,638,2017,6
17,2389,1808,833,2000,WN,19393,13851,OKC,14107,PHX,6,619,2015,8
6,36,15,43,149,H6,20336,10304,ANI,12087,HCR,0,35,2018,2
2,74,61,140,86,PT,20427,11057,CLT,10208,AGS,4,483,2015,1
4,600,444,1143,586,UA,19977,13930,ORD,14027,PBI,6,694,2018,11
9,9,0,10,43,7S,20330,11550,EMK,10416,AUK,4,416,2019,2
1,50,40,750,144,MQ,20398,14193,PNS,10136,ABI,6,675,2015,6
3,0,0,484,276,L2,20169,10299,ANC,11550,EMK,5,556,2018,6
1,70,66,157,34,G7,20500,11823,FWA,13930,ORD,6,631,2015,8
1,143,128,1025,158,WN,19393,11042,CLE,14635,RSW,6,612,2016,3
12,0,0,2608,3810,ABX,20453,12986,LIM,13303,MIA,6,625,2016,3
6,0,0,3799,2767,KAQ,20370,10299,ANC,12277,ICN,8,819,2019,7
24,4296,3425,413,1637,UA,19977,14122,PIT,13930,ORD,6,888,2019,8
2,0,0,2136,479,KAQ,20370,15376,TUS,12478,JFK,8,819,2016,6
2,140,0,626,183,OO,20304,11638,FAT,14057,PDX,6,631,2015,4
2,18,17,78,95,YR,20424,11869,GCN,14081,PGA,4,416,2018,3
29,4611,4295,2614,10122,AS,19930,14679,SAN,12173,HNL,6,614,2017,4
1,67,62,913,130,OH,20397,11057,CLT,13871,OMA,6,631,2015,6
32,2432,2081,626,3074,QX,19687,14057,PDX,11638,FAT,4,482,2015,1
1,157,122,531,77,DL,19790,14869,SLC,11648,FCA,6,694,2019,3
8,1200,716,541,654,B6,20409,11057,CLT,12478,JFK,6,694,2018,9
1,180,63,507,74,DL,19790,14869,SLC,14107,PHX,6,888,2016,4
36,6479,5066,692,3663,DL,19790,10397,ATL,13198,MCI,6,888,2016,11
5,800,794,1626,1128,DL,19790,12478,JFK,11292,DEN,6,614,2016,7
14,2086,1763,2584,4914,AS,19930,11697,FLL,14771,SFO,6,694,2018,4
47,7050,4566,416,3257,UA,19977,11618,EWR,14492,RDU,6,694,2019,3
6,1092,993,2173,1539,NK,20416,12889,LAS,11697,FLL,6,722,2019,8
31,9083,6490,4579,0,LH,19554,11057,CLT,13518,MUC,6,359,2019,10
59,9440,8604,1281,0,AM,19534,13204,MCO,13252,MEX,6,614,2018,12
15,135,53,46,254,8E,20331,10640,BKC,11411,DRG,1,194,2015,5
28,2126,1572,357,1671,9E,20363,14574,ROA,10397,ATL,6,638,2018,4
26,3718,3459,1389,5227,WN,19393,12191,HOU,10800,BUR,6,612,2019,5
3,6,0,163,177,8E,20331,15049,SVA,13873,OME,4,412,2018,4
31,4940,4030,1089,4950,AA,19805,12478,JFK,13303,MIA,6,614,2015,1
13,0,0,5416,7102,FX,20107,12699,KIX,13796,OAK,6,683,2017,6
1,9,7,55,30,GV,20455,15085,SXP,12769,KOT,4,416,2015,12
20,4897,4668,4278,11092,DL,19790,11651,FCO,12478,JFK,6,624,2015,11
7,1114,908,861,725,UA,19977,12266,IAH,14635,RSW,6,614,2016,4
7,1050,105,1179,1220,09Q,21161,14681,SAP,14683,SAT,6,617,2016,12
8,560,501,667,766,OO,20304,11540,ELP,12266,IAH,6,631,2016,4
26,3718,2773,532,2082,WN,19393,14869,SLC,14893,SMF,6,612,2019,12
2,100,57,554,196,ZW,20046,14100,PHL,15412,TYS,6,629,2015,12
10,2970,2116,4834,0,BA,19540,12266,IAH,12972,LHR,6,637,2015,12
1,44,18,125,27,MQ,20398,13303,MIA,11624,EYW,6,676,2016,10
30,8340,6467,3819,11801,HA,19690,13744,NRT,12173,HNL,6,696,2016,12
6,420,342,1372,1139,YX,20452,11618,EWR,11298,DFW,6,677,2017,8
1,6,2,9,7,K2,21820,12855,KWT,12709,KKI,0,79,2019,2
1,50,0,196,40,OO,20304,14262,PSP,14689,SBA,6,629,2016,4
1,72,0,479,61,DL,19790,14893,SMF,14057,PDX,6,622,2017,4
68,9724,8621,623,5369,WN,19393,11259,DAL,10693,BNA,6,612,2018,4
1,183,174,1846,271,UA,19977,13930,ORD,14771,SFO,6,626,2017,11
8,880,709,545,665,DL,19790,14027,PBI,10397,ATL,6,608,2017,5
2,18,8,28,20,8E,20331,13806,OBU,10139,ABL,1,194,2016,3
1,6,2,55,25,4Y,20324,15862,WTL,12779,KPN,0,35,2015,1
44,0,0,1663,9666,FX,20107,13244,MEM,14570,RNO,6,626,2019,5
1,0,0,268,43,5V,20408,11844,GAL,11630,FAI,6,640,2015,5
57,8151,7783,853,6544,WN,19393,11292,DEN,14679,SAN,6,612,2015,10
4,664,596,569,348,G4,20368,14314,PVU,12892,LAX,6,655,2015,11
5,800,616,2378,1283,AA,19805,14747,SEA,14100,PHL,6,614,2017,11
26,7802,6950,3629,0,LA,19552,12986,LIM,12478,JFK,6,889,2019,4
1,0,0,231,38,FX,20107,11433,DTW,12339,IND,6,691,2018,5
24,216,55,74,712,H6,20336,15785,WLK,13970,OTZ,4,416,2019,1
11,1364,1227,1616,2502,AS,19930,11298,DFW,14057,PDX,6,612,2016,1
30,5919,5402,1416,5291,DL,19790,13487,MSP,14635,RSW,6,622,2016,3
2,10,3,28,27,V8,20346,12321,ILI,14046,PDB,0,10,2016,8
13,988,866,1047,2119,9E,20363,12953,LGA,14986,SRQ,6,638,2016,2
77,11011,8724,1067,10970,WN,19393,11259,DAL,12889,LAS,6,612,2018,9
18,0,0,1161,2532,ABX,20453,12206,HRL,11193,CVG,6,625,2019,5
54,9888,7163,2799,0,FI,19546,12264,IAD,12651,KEF,6,622,2016,9
5,0,0,150,198,5X,19917,13061,LRD,14683,SAT,6,691,2018,1
37,296,143,166,1632,04Q,21080,10721,BOS,12197,HPN,4,479,2017,6
1,10,7,232,115,KAH,20272,16604,BC5,13002,LKE,0,42,2019,6
3,21,5,18,31,2O,20443,12721,KLN,12866,KYK,1,131,2015,5
2,130,0,528,148,EV,20366,13487,MSP,11433,DTW,6,631,2016,1
21,2688,2225,420,1417,UA,19977,12278,ICT,11292,DEN,6,698,2015,4
17,0,0,3433,6413,5Y,20007,13744,NRT,10299,ANC,8,819,2019,7
2,0,0,390,112,5X,19917,12451,JAX,15412,TYS,6,691,2018,1
24,4200,3175,451,1476,WN,19393,12892,LAX,15376,TUS,6,614,2016,2
113,16834,13106,669,10593,DL,19790,13342,MKE,10397,ATL,6,655,2018,4
22,4268,3701,2089,0,TA,19574,12478,JFK,14677,SAL,6,699,2018,6
21,672,348,319,1576,3M,20401,11697,FLL,11907,GGT,4,456,2016,5
1,200,175,94,0,RV,21610,13891,ONT,14679,SAN,6,699,2017,1
66,3300,2765,300,3348,AX,20237,14457,RAP,11292,DEN,6,675,2019,1
45,13512,11983,4118,0,LA,19552,14717,SCL,13303,MIA,6,889,2019,5
59,2095,1278,126,2098,7H,20327,10299,ANC,15579,VDZ,4,483,2017,6
49,7007,5138,328,2851,WN,19393,11057,CLT,10693,BNA,6,612,2019,3
7,838,441,1616,1452,UA,19977,13853,OKJ,12016,GUM,6,612,2015,1
1,50,1,842,145,EV,20366,14321,PWM,12945,LEX,6,675,2016,12
6,432,372,160,189,AS,19930,10299,ANC,10926,CDV,6,617,2015,4
49,7594,5723,733,5745,UA,19977,12953,LGA,13930,ORD,6,614,2015,2
1,160,156,1105,166,AA,19805,11697,FLL,10423,AUS,6,614,2016,7
16,2880,2185,781,1650,G4,20368,14082,PGD,12945,LEX,6,694,2018,5
1,50,2,1102,166,MQ,20398,11298,DFW,14027,PBI,6,675,2019,8
1,0,0,279,50,FX,20107,11884,GEG,14057,PDX,6,691,2019,12
1,6,5,47,18,GV,20455,12853,KWN,12851,KWK,0,35,2018,4
26,1976,1674,655,2315,OO,20304,13930,ORD,16149,YOW,6,673,2019,3
16,96,18,16,198,4Y,20324,10241,AKI,15257,TLT,0,35,2016,9
5,895,835,1504,956,UA,19977,10423,AUS,11618,EWR,6,634,2016,9
3,384,229,1421,601,AA,19805,14153,PLS,10721,BOS,6,698,2018,1
14,2478,1418,583,1068,G4,20368,10431,AVL,11618,EWR,6,694,2019,2
4,0,0,1871,833,FX,20107,14747,SEA,13244,MEM,7,730,2017,8
31,4746,3994,1073,4378,B6,20409,13204,MCO,10257,ALB,6,694,2019,5
1,179,123,1145,243,UA,19977,11697,FLL,14683,SAT,6,888,2019,9
1,143,3,632,75,WN,19393,13851,OKC,10599,BHM,6,612,2015,3
2,18,7,19,14,8E,20331,12268,IAN,13942,ORV,4,415,2017,10
58,2900,2368,327,3291,EV,20366,12511,JLN,11298,DFW,6,675,2015,9
320,2880,1973,59,8040,GV,20455,11555,ENA,10299,ANC,4,416,2019,5
27,952,420,241,1549,SEB,20280,14843,SJU,14739,SDQ,4,456,2017,2
2,12,1,30,30,GV,20455,12779,KPN,12851,KWK,0,35,2018,5
30,4500,4405,2327,8060,UA,19977,14057,PDX,12264,IAD,6,694,2019,6
1,0,0,15,12,7S,20330,12709,KKI,10551,BET,4,412,2015,11
88,13200,12016,2611,26702,B6,20409,12892,LAX,10721,BOS,6,694,2016,5
35,8050,7740,895,4172,F9,20436,11042,CLE,13204,MCO,6,699,2017,12
1,9,0,107,28,5V,20408,11833,FYU,10349,ARC,4,479,2019,12
7,1267,723,911,904,AS,19930,14832,SJD,12892,LAX,6,634,2016,12
23,0,0,46,506,1YQ,21615,15626,VQS,14819,SIG,1,131,2015,10
76,3800,3297,627,7206,AX,20237,11637,FAR,11292,DEN,6,675,2017,1
1,8,3,43,21,H6,20336,12844,KVL,15861,WTK,1,194,2015,4
9,2385,1689,2176,0,AC,19531,16271,YYZ,12892,LAX,6,696,2015,9
33,0,0,625,3021,FX,20107,13244,MEM,14683,SAT,7,732,2018,2
5,0,0,122,214,7S,20330,14805,SHH,13873,OME,4,412,2015,3
1,0,0,254,60,U7,20447,12055,GYY,14730,SDF,6,681,2015,6
30,4777,4203,590,2633,DL,19790,14869,SLC,12892,LAX,6,694,2017,10
1,0,0,57,20,7S,20330,13873,OME,15245,TLA,4,412,2018,6
18,2700,2337,1826,4505,B6,20409,12478,JFK,10140,ABQ,6,694,2018,1
1,0,0,58,25,7S,20330,12087,HCR,14627,RSH,4,412,2017,8
11,1826,1637,1111,1668,G4,20368,15096,SYR,14112,PIE,6,655,2015,11
5,1830,1767,2398,1361,UA,19977,12173,HNL,14771,SFO,6,637,2018,5
1,6,2,83,46,4Y,20324,13710,NME,13770,NUP,0,35,2017,1
79,3476,2293,461,5324,MQ,20398,11298,DFW,12206,HRL,6,676,2019,9
1,14,9,5739,0,VJT,21568,13303,MIA,15604,VKO,6,788,2016,5
89,16637,15578,2300,27845,AA,19805,10721,BOS,14107,PHX,6,699,2019,5
17,4454,3325,2944,0,FI,19546,13930,ORD,12651,KEF,6,626,2016,7
